movie_name,movie_date,actor,person_dateofbirth
Ender's Game,2013-01-01,Harrison Ford,
Ender's Game,2013-01-01, Asa Butterfield,
Ender's Game,2013-01-01, Hailee Steinfeld,
Ender's Game,2013-01-01, Abigail Breslin,
Man on a Ledge,2012-01-01,Sam Worthington,
Man on a Ledge,2012-01-01, Elizabeth Banks,
Man on a Ledge,2012-01-01, Jamie Bell,
Man on a Ledge,2012-01-01, Mandy Gonzalez,
Elysium,2013-01-01,Matt Damon,
Elysium,2013-01-01, Jodie Foster,
Elysium,2013-01-01, Sharlto Copley,
Elysium,2013-01-01, Alice Braga,
Attack the Block,2011-01-01,John Boyega,
Attack the Block,2011-01-01, Jodie Whittaker,
Attack the Block,2011-01-01, Alex Esmail,
Attack the Block,2011-01-01, Leeon Jones,
The Other Guys,2010-01-01,Will Ferrell,
The Other Guys,2010-01-01, Mark Wahlberg,
The Other Guys,2010-01-01, Derek Jeter,
The Other Guys,2010-01-01, Eva Mendes,
Pirates of the Caribbean: On Stranger Tides,2011-01-01,Johnny Depp,
Pirates of the Caribbean: On Stranger Tides,2011-01-01, Penélope Cruz,
Pirates of the Caribbean: On Stranger Tides,2011-01-01, Ian McShane,
Pirates of the Caribbean: On Stranger Tides,2011-01-01, Geoffrey Rush,
Venom,2018-01-01,Tom Hardy,
Venom,2018-01-01, Michelle Williams,
Venom,2018-01-01, Riz Ahmed,
Venom,2018-01-01, Scott Haze,
Edge of Darkness,2010-01-01,Mel Gibson,
Edge of Darkness,2010-01-01, Ray Winstone,
Edge of Darkness,2010-01-01, Danny Huston,
Edge of Darkness,2010-01-01, Bojana Novakovic,
The Bourne Legacy,2012-01-01,Jeremy Renner,
The Bourne Legacy,2012-01-01, Rachel Weisz,
The Bourne Legacy,2012-01-01, Edward Norton,
The Bourne Legacy,2012-01-01, Scott Glenn,
L'immortel,2010-01-01,Jean Reno,
L'immortel,2010-01-01, Kad Merad,
L'immortel,2010-01-01, Jean-Pierre Darroussin,
L'immortel,2010-01-01, Marina Foïs,
The Harder They Fall,2021-01-01,Jonathan Majors,
The Harder They Fall,2021-01-01, Zazie Beetz,
The Harder They Fall,2021-01-01, RJ Cyler,
The Harder They Fall,2021-01-01, Edi Gathegi,
Eagle Eye,2008-01-01,Shia LaBeouf,
Eagle Eye,2008-01-01, Michelle Monaghan,
Eagle Eye,2008-01-01, Rosario Dawson,
Eagle Eye,2008-01-01, Michael Chiklis,
Machete,2010-01-01,Danny Trejo,
Machete,2010-01-01, Michelle Rodriguez,
Machete,2010-01-01, Robert De Niro,
Machete,2010-01-01, Jessica Alba,
Robin Hood,2010-01-01,Russell Crowe,
Robin Hood,2010-01-01, Cate Blanchett,
Robin Hood,2010-01-01, Matthew Macfadyen,
Robin Hood,2010-01-01, Max von Sydow,
Jungle Cruise,2021-01-01,Dwayne Johnson,
Jungle Cruise,2021-01-01, Emily Blunt,
Jungle Cruise,2021-01-01, Edgar Ramírez,
Jungle Cruise,2021-01-01, Jack Whitehall,
Epic,2013-01-01,Amanda Seyfried,
Epic,2013-01-01, Josh Hutcherson,
Epic,2013-01-01, Beyoncé,
Epic,2013-01-01, Colin Farrell,
Quantum of Solace,2008-01-01,Daniel Craig,
Quantum of Solace,2008-01-01, Olga Kurylenko,
Quantum of Solace,2008-01-01, Mathieu Amalric,
Quantum of Solace,2008-01-01, Judi Dench,
The Incredible Hulk,2008-01-01,Edward Norton,
The Incredible Hulk,2008-01-01, Liv Tyler,
The Incredible Hulk,2008-01-01, Tim Roth,
The Incredible Hulk,2008-01-01, William Hurt,
Seraphim Falls,2006-01-01,Pierce Brosnan,
Seraphim Falls,2006-01-01, Liam Neeson,
Seraphim Falls,2006-01-01, Anjelica Huston,
Seraphim Falls,2006-01-01, Michael Wincott,
Smokin' Aces,2006-01-01,Jeremy Piven,
Smokin' Aces,2006-01-01, Ryan Reynolds,
Smokin' Aces,2006-01-01, Ray Liotta,
Smokin' Aces,2006-01-01, Joseph Ruskin,
Prince of Persia: The Sands of Time,2010-01-01,Jake Gyllenhaal,
Prince of Persia: The Sands of Time,2010-01-01, Gemma Arterton,
Prince of Persia: The Sands of Time,2010-01-01, Ben Kingsley,
Prince of Persia: The Sands of Time,2010-01-01, Alfred Molina,
Shoot 'Em Up,2007-01-01,Clive Owen,
Shoot 'Em Up,2007-01-01, Monica Bellucci,
Shoot 'Em Up,2007-01-01, Paul Giamatti,
Shoot 'Em Up,2007-01-01, Stephen McHattie,
16 Blocks,2006-01-01,Bruce Willis,
16 Blocks,2006-01-01, Yasiin Bey,
16 Blocks,2006-01-01, David Morse,
16 Blocks,2006-01-01, Jenna Stern,
Vantage Point,2008-01-01,Dennis Quaid,
Vantage Point,2008-01-01, Forest Whitaker,
Vantage Point,2008-01-01, Matthew Fox,
Vantage Point,2008-01-01, Bruce McGill,
Flushed Away,2006-01-01,Hugh Jackman,
Flushed Away,2006-01-01, Kate Winslet,
Flushed Away,2006-01-01, Ian McKellen,
Flushed Away,2006-01-01, Jean Reno,
John Carter,2012-01-01,Taylor Kitsch,
John Carter,2012-01-01, Lynn Collins,
John Carter,2012-01-01, Willem Dafoe,
John Carter,2012-01-01, Samantha Morton,
30 Days of Night,2007-01-01,Josh Hartnett,
30 Days of Night,2007-01-01, Melissa George,
30 Days of Night,2007-01-01, Danny Huston,
30 Days of Night,2007-01-01, Ben Foster,
X-Men: The Last Stand,2006-01-01,Patrick Stewart,
X-Men: The Last Stand,2006-01-01, Hugh Jackman,
X-Men: The Last Stand,2006-01-01, Halle Berry,
X-Men: The Last Stand,2006-01-01, Famke Janssen,
The Rundown,2003-01-01,Dwayne Johnson,
The Rundown,2003-01-01, Seann William Scott,
The Rundown,2003-01-01, Christopher Walken,
The Rundown,2003-01-01, Rosario Dawson,
Tears of the Sun,2003-01-01,Bruce Willis,
Tears of the Sun,2003-01-01, Cole Hauser,
Tears of the Sun,2003-01-01, Monica Bellucci,
Tears of the Sun,2003-01-01, Eamonn Walker,
The Chronicles of Riddick,2004-01-01,Vin Diesel,
The Chronicles of Riddick,2004-01-01, Judi Dench,
The Chronicles of Riddick,2004-01-01, Colm Feore,
The Chronicles of Riddick,2004-01-01, Thandiwe Newton,
The Recruit,2003-01-01,Al Pacino,
The Recruit,2003-01-01, Colin Farrell,
The Recruit,2003-01-01, Bridget Moynahan,
The Recruit,2003-01-01, Gabriel Macht,
Wasabi,2001-01-01,Jean Reno,
Wasabi,2001-01-01, Ryôko Hirosue,
Wasabi,2001-01-01, Michel Muller,
Wasabi,2001-01-01, Carole Bouquet,
Kiss of the Dragon,2001-01-01,Jet Li,
Kiss of the Dragon,2001-01-01, Bridget Fonda,
Kiss of the Dragon,2001-01-01, Tchéky Karyo,
Kiss of the Dragon,2001-01-01, Ric Young,
Rush Hour 2,2001-01-01,Jackie Chan,
Rush Hour 2,2001-01-01, Chris Tucker,
Rush Hour 2,2001-01-01, John Lone,
Rush Hour 2,2001-01-01, Ziyi Zhang,
Joy Ride,2001-01-01,Steve Zahn,
Joy Ride,2001-01-01, Paul Walker,
Joy Ride,2001-01-01, Leelee Sobieski,
Joy Ride,2001-01-01, Jessica Bowman,
The Way of the Gun,2000-01-01,Ryan Phillippe,
The Way of the Gun,2000-01-01, Benicio Del Toro,
The Way of the Gun,2000-01-01, Juliette Lewis,
The Way of the Gun,2000-01-01, Taye Diggs,
Shanghai Noon,2000-01-01,Jackie Chan,
Shanghai Noon,2000-01-01, Owen Wilson,
Shanghai Noon,2000-01-01, Lucy Liu,
Shanghai Noon,2000-01-01, Brandon Merrill,
Bad Boys II,2003-01-01,Will Smith,
Bad Boys II,2003-01-01, Martin Lawrence,
Bad Boys II,2003-01-01, Gabrielle Union,
Bad Boys II,2003-01-01, Jordi Mollà,
Austin Powers: The Spy Who Shagged Me,1999-01-01,Mike Myers,
Austin Powers: The Spy Who Shagged Me,1999-01-01, Heather Graham,
Austin Powers: The Spy Who Shagged Me,1999-01-01, Michael York,
Austin Powers: The Spy Who Shagged Me,1999-01-01, Robert Wagner,
U-571,2000-01-01,Matthew McConaughey,
U-571,2000-01-01, Bill Paxton,
U-571,2000-01-01, Harvey Keitel,
U-571,2000-01-01, Jon Bon Jovi,
Lethal Weapon 4,1998-01-01,Mel Gibson,
Lethal Weapon 4,1998-01-01, Danny Glover,
Lethal Weapon 4,1998-01-01, Joe Pesci,
Lethal Weapon 4,1998-01-01, Rene Russo,
Star Wars: Episode II - Attack of the Clones,2002-01-01,Hayden Christensen,
Star Wars: Episode II - Attack of the Clones,2002-01-01, Natalie Portman,
Star Wars: Episode II - Attack of the Clones,2002-01-01, Ewan McGregor,
Star Wars: Episode II - Attack of the Clones,2002-01-01, Christopher Lee,
Titan A.E.,2000-01-01,Matt Damon,
Titan A.E.,2000-01-01, Drew Barrymore,
Titan A.E.,2000-01-01, Bill Pullman,
Titan A.E.,2000-01-01, Jim Breuer,
Resident Evil,2002-01-01,Milla Jovovich,
Resident Evil,2002-01-01, Michelle Rodriguez,
Resident Evil,2002-01-01, Ryan McCluskey,
Resident Evil,2002-01-01, Oscar Pearce,
The 13th Warrior,1999-01-01,Antonio Banderas,
The 13th Warrior,1999-01-01, Diane Venora,
The 13th Warrior,1999-01-01, Dennis Storhøi,
The 13th Warrior,1999-01-01, Vladimir Kulich,
Courage Under Fire,1996-01-01,Denzel Washington,
Courage Under Fire,1996-01-01, Meg Ryan,
Courage Under Fire,1996-01-01, Lou Diamond Phillips,
Courage Under Fire,1996-01-01, Michael Moriarty,
Outbreak,1995-01-01,Dustin Hoffman,
Outbreak,1995-01-01, Rene Russo,
Outbreak,1995-01-01, Morgan Freeman,
Outbreak,1995-01-01, Kevin Spacey,
Star Trek: Generations,1994-01-01,Patrick Stewart,
Star Trek: Generations,1994-01-01, William Shatner,
Star Trek: Generations,1994-01-01, Malcolm McDowell,
Star Trek: Generations,1994-01-01, Jonathan Frakes,
Hot Shots! Part Deux,1993-01-01,Charlie Sheen,
Hot Shots! Part Deux,1993-01-01, Lloyd Bridges,
Hot Shots! Part Deux,1993-01-01, Valeria Golino,
Hot Shots! Part Deux,1993-01-01, Richard Crenna,
New Jack City,1991-01-01,Wesley Snipes,
New Jack City,1991-01-01, Ice-T,
New Jack City,1991-01-01, Allen Payne,
New Jack City,1991-01-01, Chris Rock,
Road House,1989-01-01,Patrick Swayze,
Road House,1989-01-01, Kelly Lynch,
Road House,1989-01-01, Sam Elliott,
Road House,1989-01-01, Ben Gazzara,
Licence to Kill,1989-01-01,Timothy Dalton,
Licence to Kill,1989-01-01, Robert Davi,
Licence to Kill,1989-01-01, Carey Lowell,
Licence to Kill,1989-01-01, Talisa Soto,
Ghostbusters II,1989-01-01,Bill Murray,
Ghostbusters II,1989-01-01, Dan Aykroyd,
Ghostbusters II,1989-01-01, Sigourney Weaver,
Ghostbusters II,1989-01-01, Harold Ramis,
Black Rain,1989-01-01,Michael Douglas,
Black Rain,1989-01-01, Andy Garcia,
Black Rain,1989-01-01, Ken Takakura,
Black Rain,1989-01-01, Kate Capshaw,
The Running Man,1987-01-01,Arnold Schwarzenegger,
The Running Man,1987-01-01, Maria Conchita Alonso,
The Running Man,1987-01-01, Yaphet Kotto,
The Running Man,1987-01-01, Jim Brown,
Crocodile Dundee,1986-01-01,Paul Hogan,
Crocodile Dundee,1986-01-01, Linda Kozlowski,
Crocodile Dundee,1986-01-01, John Meillon,
Crocodile Dundee,1986-01-01, David Gulpilil,
Star Trek III: The Search for Spock,1984-01-01,William Shatner,
Star Trek III: The Search for Spock,1984-01-01, Leonard Nimoy,
Star Trek III: The Search for Spock,1984-01-01, DeForest Kelley,
Star Trek III: The Search for Spock,1984-01-01, James Doohan,
Sudden Impact,1983-01-01,Clint Eastwood,
Sudden Impact,1983-01-01, Sondra Locke,
Sudden Impact,1983-01-01, Pat Hingle,
Sudden Impact,1983-01-01, Bradford Dillman,
Outland,1981-01-01,Sean Connery,
Outland,1981-01-01, Frances Sternhagen,
Outland,1981-01-01, Peter Boyle,
Outland,1981-01-01, James Sikking,
Rollerball,1975-01-01,James Caan,
Rollerball,1975-01-01, John Houseman,
Rollerball,1975-01-01, Maud Adams,
Rollerball,1975-01-01, John Beck,
The Tomorrow War,2021-01-01,Chris Pratt,
The Tomorrow War,2021-01-01, Yvonne Strahovski,
The Tomorrow War,2021-01-01, J.K. Simmons,
The Tomorrow War,2021-01-01, Betty Gilpin,
The Hunt,2020-01-01,Betty Gilpin,
The Hunt,2020-01-01, Hilary Swank,
The Hunt,2020-01-01, Ike Barinholtz,
The Hunt,2020-01-01, Wayne Duvall,
War,2019-01-01,Hrithik Roshan,
War,2019-01-01, Tiger Shroff,
War,2019-01-01, Vaani Kapoor,
War,2019-01-01, Nithish,
Mandy,2018-01-01,Nicolas Cage,
Mandy,2018-01-01, Andrea Riseborough,
Mandy,2018-01-01, Linus Roache,
Mandy,2018-01-01, Ned Dennehy,
Fast & Furious Presents: Hobbs & Shaw,2019-01-01,Dwayne Johnson,
Fast & Furious Presents: Hobbs & Shaw,2019-01-01, Jason Statham,
Fast & Furious Presents: Hobbs & Shaw,2019-01-01, Idris Elba,
Fast & Furious Presents: Hobbs & Shaw,2019-01-01, Vanessa Kirby,
Pokémon: Detective Pikachu,2019-01-01,Ryan Reynolds,
Pokémon: Detective Pikachu,2019-01-01, Justice Smith,
Pokémon: Detective Pikachu,2019-01-01, Kathryn Newton,
Pokémon: Detective Pikachu,2019-01-01, Bill Nighy,
Sonic the Hedgehog,2020-01-01,Ben Schwartz,
Sonic the Hedgehog,2020-01-01, James Marsden,
Sonic the Hedgehog,2020-01-01, Jim Carrey,
Sonic the Hedgehog,2020-01-01, Tika Sumpter,
Nerve,2016-01-01,Emma Roberts,
Nerve,2016-01-01, Dave Franco,
Nerve,2016-01-01, Emily Meade,
Nerve,2016-01-01, Miles Heizer,
Tag,2018-01-01,Jeremy Renner,
Tag,2018-01-01, Ed Helms,
Tag,2018-01-01, Jake Johnson,
Tag,2018-01-01, Jon Hamm,
The Interview,2014-01-01,James Franco,
The Interview,2014-01-01, Seth Rogen,
The Interview,2014-01-01, Randall Park,
The Interview,2014-01-01, Lizzy Caplan,
Star Wars: Episode IX - The Rise of Skywalker,2019-01-01,Daisy Ridley,
Star Wars: Episode IX - The Rise of Skywalker,2019-01-01, John Boyega,
Star Wars: Episode IX - The Rise of Skywalker,2019-01-01, Oscar Isaac,
Star Wars: Episode IX - The Rise of Skywalker,2019-01-01, Adam Driver,
Homefront,2013-01-01,Jason Statham,
Homefront,2013-01-01, James Franco,
Homefront,2013-01-01, Winona Ryder,
Homefront,2013-01-01, Kate Bosworth,
Olympus Has Fallen,2013-01-01,Gerard Butler,
Olympus Has Fallen,2013-01-01, Aaron Eckhart,
Olympus Has Fallen,2013-01-01, Morgan Freeman,
Olympus Has Fallen,2013-01-01, Angela Bassett,
Self/less,2015-01-01,Ryan Reynolds,
Self/less,2015-01-01, Natalie Martinez,
Self/less,2015-01-01, Matthew Goode,
Self/less,2015-01-01, Ben Kingsley,
The Hunger Games: Mockingjay - Part 2,2015-01-01,Jennifer Lawrence,
The Hunger Games: Mockingjay - Part 2,2015-01-01, Josh Hutcherson,
The Hunger Games: Mockingjay - Part 2,2015-01-01, Liam Hemsworth,
The Hunger Games: Mockingjay - Part 2,2015-01-01, Woody Harrelson,
Pirates of the Caribbean: Dead Men Tell No Tales,2017-01-01,Johnny Depp,
Pirates of the Caribbean: Dead Men Tell No Tales,2017-01-01, Geoffrey Rush,
Pirates of the Caribbean: Dead Men Tell No Tales,2017-01-01, Javier Bardem,
Pirates of the Caribbean: Dead Men Tell No Tales,2017-01-01, Orlando Bloom,
Fetih 1453,2012-01-01,Devrim Evin,
Fetih 1453,2012-01-01, Ibrahim Celikkol,
Fetih 1453,2012-01-01, Dilek Serbest,
Fetih 1453,2012-01-01, Cengiz Coskun,
Safe,2012-01-01,Jason Statham,
Safe,2012-01-01, Catherine Chan,
Safe,2012-01-01, Chris Sarandon,
Safe,2012-01-01, Robert John Burke,
Kick-Ass 2,2013-01-01,Aaron Taylor-Johnson,
Kick-Ass 2,2013-01-01, Chloë Grace Moretz,
Kick-Ass 2,2013-01-01, Christopher Mintz-Plasse,
Kick-Ass 2,2013-01-01, Jim Carrey,
The Gray Man,2022-01-01,Ryan Gosling,
The Gray Man,2022-01-01, Chris Evans,
The Gray Man,2022-01-01, Ana de Armas,
The Gray Man,2022-01-01, Billy Bob Thornton,
Premium Rush,2012-01-01,Joseph Gordon-Levitt,
Premium Rush,2012-01-01, Michael Shannon,
Premium Rush,2012-01-01, Dania Ramirez,
Premium Rush,2012-01-01, Sean Kennedy,
Bad Boys for Life,2020-01-01,Will Smith,
Bad Boys for Life,2020-01-01, Martin Lawrence,
Bad Boys for Life,2020-01-01, Vanessa Hudgens,
Bad Boys for Life,2020-01-01, Alexander Ludwig,
Yi dai zong shi,2013-01-01,Tony Chiu-Wai Leung,
Yi dai zong shi,2013-01-01, Ziyi Zhang,
Yi dai zong shi,2013-01-01, Jin Zhang,
Yi dai zong shi,2013-01-01, Chang Chen,
12 Strong,2018-01-01,Chris Hemsworth,
12 Strong,2018-01-01, Michael Shannon,
12 Strong,2018-01-01, Michael Peña,
12 Strong,2018-01-01, Navid Negahban,
Seungriho,2021-01-01,Song Joong-ki,
Seungriho,2021-01-01, Kim Tae-ri,
Seungriho,2021-01-01, Jin Seon-kyu,
Seungriho,2021-01-01, Hae-Jin Yoo,
Banlieue 13: Ultimatum,2009-01-01,Cyril Raffaelli,
Banlieue 13: Ultimatum,2009-01-01, David Belle,
Banlieue 13: Ultimatum,2009-01-01, Philippe Torreton,
Banlieue 13: Ultimatum,2009-01-01, Daniel Duval,
Sonic the Hedgehog 2,2022-01-01,James Marsden,
Sonic the Hedgehog 2,2022-01-01, Jim Carrey,
Sonic the Hedgehog 2,2022-01-01, Ben Schwartz,
Sonic the Hedgehog 2,2022-01-01, Tika Sumpter,
Never Back Down,2008-01-01,Sean Faris,
Never Back Down,2008-01-01, Djimon Hounsou,
Never Back Down,2008-01-01, Amber Heard,
Never Back Down,2008-01-01, Cam Gigandet,
Fast & Furious,2009-01-01,Vin Diesel,
Fast & Furious,2009-01-01, Paul Walker,
Fast & Furious,2009-01-01, Michelle Rodriguez,
Fast & Furious,2009-01-01, Jordana Brewster,
The International,2009-01-01,Clive Owen,
The International,2009-01-01, Naomi Watts,
The International,2009-01-01, Armin Mueller-Stahl,
The International,2009-01-01, Ulrich Thomsen,
The Forbidden Kingdom,2008-01-01,Jackie Chan,
The Forbidden Kingdom,2008-01-01, Jet Li,
The Forbidden Kingdom,2008-01-01, Michael Angarano,
The Forbidden Kingdom,2008-01-01, Juana Collignon,
Underworld: Rise of the Lycans,2009-01-01,Rhona Mitra,
Underworld: Rise of the Lycans,2009-01-01, Michael Sheen,
Underworld: Rise of the Lycans,2009-01-01, Bill Nighy,
Underworld: Rise of the Lycans,2009-01-01, Steven Mackintosh,
The Chronicles of Narnia: Prince Caspian,2008-01-01,Ben Barnes,
The Chronicles of Narnia: Prince Caspian,2008-01-01, Skandar Keynes,
The Chronicles of Narnia: Prince Caspian,2008-01-01, Georgie Henley,
The Chronicles of Narnia: Prince Caspian,2008-01-01, William Moseley,
The Mechanic,2011-01-01,Jason Statham,
The Mechanic,2011-01-01, Ben Foster,
The Mechanic,2011-01-01, Donald Sutherland,
The Mechanic,2011-01-01, Tony Goldwyn,
National Treasure: Book of Secrets,2007-01-01,Nicolas Cage,
National Treasure: Book of Secrets,2007-01-01, Diane Kruger,
National Treasure: Book of Secrets,2007-01-01, Justin Bartha,
National Treasure: Book of Secrets,2007-01-01, Jon Voight,
X-Men Origins: Wolverine,2009-01-01,Hugh Jackman,
X-Men Origins: Wolverine,2009-01-01, Liev Schreiber,
X-Men Origins: Wolverine,2009-01-01, Ryan Reynolds,
X-Men Origins: Wolverine,2009-01-01, Danny Huston,
Sin City: A Dame to Kill For,2014-01-01,Mickey Rourke,
Sin City: A Dame to Kill For,2014-01-01, Jessica Alba,
Sin City: A Dame to Kill For,2014-01-01, Josh Brolin,
Sin City: A Dame to Kill For,2014-01-01, Joseph Gordon-Levitt,
Flyboys,2006-01-01,James Franco,
Flyboys,2006-01-01, Jean Reno,
Flyboys,2006-01-01, Jennifer Decker,
Flyboys,2006-01-01, Scott Hazell,
Dhoom:2,2006-01-01,Hrithik Roshan,
Dhoom:2,2006-01-01, Abhishek Bachchan,
Dhoom:2,2006-01-01, Aishwarya Rai Bachchan,
Dhoom:2,2006-01-01, Uday Chopra,
Terminator Salvation,2009-01-01,Christian Bale,
Terminator Salvation,2009-01-01, Sam Worthington,
Terminator Salvation,2009-01-01, Anton Yelchin,
Terminator Salvation,2009-01-01, Moon Bloodgood,
Get Smart,2008-01-01,Steve Carell,
Get Smart,2008-01-01, Anne Hathaway,
Get Smart,2008-01-01, Alan Arkin,
Get Smart,2008-01-01, Dwayne Johnson,
The Spiderwick Chronicles,2008-01-01,Freddie Highmore,
The Spiderwick Chronicles,2008-01-01, Sarah Bolger,
The Spiderwick Chronicles,2008-01-01, David Strathairn,
The Spiderwick Chronicles,2008-01-01, Mary-Louise Parker,
War of the Worlds,2005-01-01,Tom Cruise,
War of the Worlds,2005-01-01, Dakota Fanning,
War of the Worlds,2005-01-01, Tim Robbins,
War of the Worlds,2005-01-01, Miranda Otto,
A Walk Among the Tombstones,2014-01-01,Liam Neeson,
A Walk Among the Tombstones,2014-01-01, Dan Stevens,
A Walk Among the Tombstones,2014-01-01, David Harbour,
A Walk Among the Tombstones,2014-01-01, Boyd Holbrook,
Spartan,2004-01-01,Val Kilmer,
Spartan,2004-01-01, Derek Luke,
Spartan,2004-01-01, William H. Macy,
Spartan,2004-01-01, Tia Texada,
Mr. & Mrs. Smith,2005-01-01,Brad Pitt,
Mr. & Mrs. Smith,2005-01-01, Angelina Jolie,
Mr. & Mrs. Smith,2005-01-01, Adam Brody,
Mr. & Mrs. Smith,2005-01-01, Vince Vaughn,
Ladder 49,2004-01-01,Joaquin Phoenix,
Ladder 49,2004-01-01, John Travolta,
Ladder 49,2004-01-01, Jacinda Barrett,
Ladder 49,2004-01-01, Robert Patrick,
Hostage,2005-01-01,Bruce Willis,
Hostage,2005-01-01, Kevin Pollak,
Hostage,2005-01-01, Serena Scott Thomas,
Hostage,2005-01-01, Jimmy Bennett,
Cellular,2004-01-01,Kim Basinger,
Cellular,2004-01-01, Chris Evans,
Cellular,2004-01-01, Jason Statham,
Cellular,2004-01-01, William H. Macy,
Heist,2001-01-01,Gene Hackman,
Heist,2001-01-01, Rebecca Pidgeon,
Heist,2001-01-01, Danny DeVito,
Heist,2001-01-01, Delroy Lindo,
Swordfish,2001-01-01,John Travolta,
Swordfish,2001-01-01, Hugh Jackman,
Swordfish,2001-01-01, Halle Berry,
Swordfish,2001-01-01, Don Cheadle,
The Four Feathers,2002-01-01,Heath Ledger,
The Four Feathers,2002-01-01, Wes Bentley,
The Four Feathers,2002-01-01, Kate Hudson,
The Four Feathers,2002-01-01, Mohamed Bouich,
Gone in Sixty Seconds,2000-01-01,Nicolas Cage,
Gone in Sixty Seconds,2000-01-01, Angelina Jolie,
Gone in Sixty Seconds,2000-01-01, Giovanni Ribisi,
Gone in Sixty Seconds,2000-01-01, T.J. Cross,
Space Cowboys,2000-01-01,Clint Eastwood,
Space Cowboys,2000-01-01, Tommy Lee Jones,
Space Cowboys,2000-01-01, Donald Sutherland,
Space Cowboys,2000-01-01, James Garner,
Taxi 2,2000-01-01,Samy Naceri,
Taxi 2,2000-01-01, Frédéric Diefenthal,
Taxi 2,2000-01-01, Emma Wiklund,
Taxi 2,2000-01-01, Marion Cotillard,
Star Wars: Episode I - The Phantom Menace,1999-01-01,Ewan McGregor,
Star Wars: Episode I - The Phantom Menace,1999-01-01, Liam Neeson,
Star Wars: Episode I - The Phantom Menace,1999-01-01, Natalie Portman,
Star Wars: Episode I - The Phantom Menace,1999-01-01, Jake Lloyd,
U.S. Marshals,1998-01-01,Tommy Lee Jones,
U.S. Marshals,1998-01-01, Wesley Snipes,
U.S. Marshals,1998-01-01, Robert Downey Jr.,
U.S. Marshals,1998-01-01, Joe Pantoliano,
The Man in the Iron Mask,1998-01-01,Leonardo DiCaprio,
The Man in the Iron Mask,1998-01-01, Jeremy Irons,
The Man in the Iron Mask,1998-01-01, John Malkovich,
The Man in the Iron Mask,1998-01-01, Gérard Depardieu,
Tomorrow Never Dies,1997-01-01,Pierce Brosnan,
Tomorrow Never Dies,1997-01-01, Jonathan Pryce,
Tomorrow Never Dies,1997-01-01, Michelle Yeoh,
Tomorrow Never Dies,1997-01-01, Teri Hatcher,
The Lost World: Jurassic Park,1997-01-01,Jeff Goldblum,
The Lost World: Jurassic Park,1997-01-01, Julianne Moore,
The Lost World: Jurassic Park,1997-01-01, Pete Postlethwaite,
The Lost World: Jurassic Park,1997-01-01, Vince Vaughn,
Air Force One,1997-01-01,Harrison Ford,
Air Force One,1997-01-01, Gary Oldman,
Air Force One,1997-01-01, Glenn Close,
Air Force One,1997-01-01, Wendy Crewson,
Executive Decision,1996-01-01,Kurt Russell,
Executive Decision,1996-01-01, Halle Berry,
Executive Decision,1996-01-01, John Leguizamo,
Executive Decision,1996-01-01, Oliver Platt,
The Quick and the Dead,1995-01-01,Sharon Stone,
The Quick and the Dead,1995-01-01, Gene Hackman,
The Quick and the Dead,1995-01-01, Russell Crowe,
The Quick and the Dead,1995-01-01, Leonardo DiCaprio,
Cliffhanger,1993-01-01,Sylvester Stallone,
Cliffhanger,1993-01-01, John Lithgow,
Cliffhanger,1993-01-01, Michael Rooker,
Cliffhanger,1993-01-01, Janine Turner,
Under Siege,1992-01-01,Steven Seagal,
Under Siege,1992-01-01, Gary Busey,
Under Siege,1992-01-01, Tommy Lee Jones,
Under Siege,1992-01-01, Erika Eleniak,
The Rocketeer,1991-01-01,Billy Campbell,
The Rocketeer,1991-01-01, Jennifer Connelly,
The Rocketeer,1991-01-01, Alan Arkin,
The Rocketeer,1991-01-01, Timothy Dalton,
Young Guns II,1990-01-01,Emilio Estevez,
Young Guns II,1990-01-01, Kiefer Sutherland,
Young Guns II,1990-01-01, Lou Diamond Phillips,
Young Guns II,1990-01-01, Christian Slater,
Beverly Hills Cop II,1987-01-01,Eddie Murphy,
Beverly Hills Cop II,1987-01-01, Judge Reinhold,
Beverly Hills Cop II,1987-01-01, Jürgen Prochnow,
Beverly Hills Cop II,1987-01-01, Ronny Cox,
Rambo: First Blood Part II,1985-01-01,Sylvester Stallone,
Rambo: First Blood Part II,1985-01-01, Richard Crenna,
Rambo: First Blood Part II,1985-01-01, Charles Napier,
Rambo: First Blood Part II,1985-01-01, Steven Berkoff,
Octopussy,1983-01-01,Roger Moore,
Octopussy,1983-01-01, Maud Adams,
Octopussy,1983-01-01, Louis Jourdan,
Octopussy,1983-01-01, Kristina Wayborn,
Flash Gordon,1980-01-01,Sam J. Jones,
Flash Gordon,1980-01-01, Melody Anderson,
Flash Gordon,1980-01-01, Max von Sydow,
Flash Gordon,1980-01-01, Topol,
Diamonds Are Forever,1971-01-01,Sean Connery,
Diamonds Are Forever,1971-01-01, Jill St. John,
Diamonds Are Forever,1971-01-01, Charles Gray,
Diamonds Are Forever,1971-01-01, Lana Wood,
Batman: The Movie,1966-01-01,Adam West,
Batman: The Movie,1966-01-01, Burt Ward,
Batman: The Movie,1966-01-01, Lee Meriwether,
Batman: The Movie,1966-01-01, Cesar Romero,
Way Down,2021-01-01,Freddie Highmore,
Way Down,2021-01-01, Astrid Bergès-Frisbey,
Way Down,2021-01-01, Sam Riley,
Way Down,2021-01-01, Liam Cunningham,
Greenland,2020-01-01,Gerard Butler,
Greenland,2020-01-01, Morena Baccarin,
Greenland,2020-01-01, Roger Dale Floyd,
