movie_name,movie_date,actor,person_dateofbirth
Daddy Day Care,2003-01-01, Anjelica Huston,
Daddy Day Care,2003-01-01, Steve Zahn,
Bringing Down the House,2003-01-01,Steve Martin,
Bringing Down the House,2003-01-01, Queen Latifah,
Bringing Down the House,2003-01-01, Eugene Levy,
Bringing Down the House,2003-01-01, Joan Plowright,
40 Days and 40 Nights,2002-01-01,Josh Hartnett,
40 Days and 40 Nights,2002-01-01, Shannyn Sossamon,
40 Days and 40 Nights,2002-01-01, Paulo Costanzo,
40 Days and 40 Nights,2002-01-01, Adam Trese,
Runaway Bride,1999-01-01,Julia Roberts,
Runaway Bride,1999-01-01, Richard Gere,
Runaway Bride,1999-01-01, Joan Cusack,
Runaway Bride,1999-01-01, Hector Elizondo,
Major League II,1994-01-01,Charlie Sheen,
Major League II,1994-01-01, Tom Berenger,
Major League II,1994-01-01, Corbin Bernsen,
Major League II,1994-01-01, Dennis Haysbert,
Sister Act 2: Back in the Habit,1993-01-01,Whoopi Goldberg,
Sister Act 2: Back in the Habit,1993-01-01, Kathy Najimy,
Sister Act 2: Back in the Habit,1993-01-01, Maggie Smith,
Sister Act 2: Back in the Habit,1993-01-01, Barnard Hughes,
Dennis the Menace,1993-01-01,Walter Matthau,
Dennis the Menace,1993-01-01, Mason Gamble,
Dennis the Menace,1993-01-01, Joan Plowright,
Dennis the Menace,1993-01-01, Christopher Lloyd,
The Texas Chainsaw Massacre 2,1986-01-01,Dennis Hopper,
The Texas Chainsaw Massacre 2,1986-01-01, Caroline Williams,
The Texas Chainsaw Massacre 2,1986-01-01, Jim Siedow,
The Texas Chainsaw Massacre 2,1986-01-01, Bill Moseley,
Senior Year,2022-01-01,Rebel Wilson,
Senior Year,2022-01-01, Angourie Rice,
Senior Year,2022-01-01, Mary Holland,
Senior Year,2022-01-01, Molly Brown,
Your Highness,2011-01-01,Danny McBride,
Your Highness,2011-01-01, Natalie Portman,
Your Highness,2011-01-01, James Franco,
Your Highness,2011-01-01, Rasmus Hardiker,
That's My Boy,2012-01-01,Adam Sandler,
That's My Boy,2012-01-01, Andy Samberg,
That's My Boy,2012-01-01, Leighton Meester,
That's My Boy,2012-01-01, Susan Sarandon,
When in Rome,2010-01-01,Kristen Bell,
When in Rome,2010-01-01, Josh Duhamel,
When in Rome,2010-01-01, Anjelica Huston,
When in Rome,2010-01-01, Danny DeVito,
Couples Retreat,2009-01-01,Vince Vaughn,
Couples Retreat,2009-01-01, Malin Akerman,
Couples Retreat,2009-01-01, Jon Favreau,
Couples Retreat,2009-01-01, Jason Bateman,
Little Fockers,2010-01-01,Ben Stiller,
Little Fockers,2010-01-01, Teri Polo,
Little Fockers,2010-01-01, Robert De Niro,
Little Fockers,2010-01-01, Owen Wilson,
The House Bunny,2008-01-01,Anna Faris,
The House Bunny,2008-01-01, Colin Hanks,
The House Bunny,2008-01-01, Emma Stone,
The House Bunny,2008-01-01, Kat Dennings,
Because I Said So,2007-01-01,Diane Keaton,
Because I Said So,2007-01-01, Mandy Moore,
Because I Said So,2007-01-01, Gabriel Macht,
Because I Said So,2007-01-01, Tom Everett Scott,
Piranha 3D,2010-01-01,Elisabeth Shue,
Piranha 3D,2010-01-01, Jerry O'Connell,
Piranha 3D,2010-01-01, Richard Dreyfuss,
Piranha 3D,2010-01-01, Ving Rhames,
Cheaper by the Dozen 2,2005-01-01,Steve Martin,
Cheaper by the Dozen 2,2005-01-01, Bonnie Hunt,
Cheaper by the Dozen 2,2005-01-01, Hilary Duff,
Cheaper by the Dozen 2,2005-01-01, Eugene Levy,
RV,2006-01-01,Robin Williams,
RV,2006-01-01, Cheryl Hines,
RV,2006-01-01, Kristin Chenoweth,
RV,2006-01-01, JoJo,
The Benchwarmers,2006-01-01,David Spade,
The Benchwarmers,2006-01-01, Jon Heder,
The Benchwarmers,2006-01-01, Rob Schneider,
The Benchwarmers,2006-01-01, Jon Lovitz,
Employee of the Month,2006-01-01,Jessica Simpson,
Employee of the Month,2006-01-01, Dane Cook,
Employee of the Month,2006-01-01, Dax Shepard,
Employee of the Month,2006-01-01, Andy Dick,
Monster-in-Law,2005-01-01,Jennifer Lopez,
Monster-in-Law,2005-01-01, Michael Vartan,
Monster-in-Law,2005-01-01, Jane Fonda,
Monster-in-Law,2005-01-01, Wanda Sykes,
The Lizzie McGuire Movie,2003-01-01,Hilary Duff,
The Lizzie McGuire Movie,2003-01-01, Adam Lamberg,
The Lizzie McGuire Movie,2003-01-01, Clayton Snyder,
The Lizzie McGuire Movie,2003-01-01, Hallie Todd,
Scary Movie 3,2003-01-01,Anna Faris,
Scary Movie 3,2003-01-01, Charlie Sheen,
Scary Movie 3,2003-01-01, Regina Hall,
Scary Movie 3,2003-01-01, Pamela Anderson,
The Hot Chick,2002-01-01,Rob Schneider,
The Hot Chick,2002-01-01, Rachel McAdams,
The Hot Chick,2002-01-01, Anna Faris,
The Hot Chick,2002-01-01, Matthew Lawrence,
Big Fat Liar,2002-01-01,Frankie Muniz,
Big Fat Liar,2002-01-01, Amanda Bynes,
Big Fat Liar,2002-01-01, Paul Giamatti,
Big Fat Liar,2002-01-01, Amanda Detmer,
Bride of Chucky,1998-01-01,Jennifer Tilly,
Bride of Chucky,1998-01-01, Brad Dourif,
Bride of Chucky,1998-01-01, Katherine Heigl,
Bride of Chucky,1998-01-01, Nick Stabile,
Forces of Nature,1999-01-01,Sandra Bullock,
Forces of Nature,1999-01-01, Ben Affleck,
Forces of Nature,1999-01-01, Maura Tierney,
Forces of Nature,1999-01-01, Steve Zahn,
Nine Months,1995-01-01,Hugh Grant,
Nine Months,1995-01-01, Julianne Moore,
Nine Months,1995-01-01, Tom Arnold,
Nine Months,1995-01-01, Joan Cusack,
The Dead Don't Die,2019-01-01,Bill Murray,
The Dead Don't Die,2019-01-01, Adam Driver,
The Dead Don't Die,2019-01-01, Tom Waits,
The Dead Don't Die,2019-01-01, Chloë Sevigny,
The Boss,2016-01-01,Melissa McCarthy,
The Boss,2016-01-01, Kristen Bell,
The Boss,2016-01-01, Peter Dinklage,
The Boss,2016-01-01, Ella Anderson,
Jennifer's Body,2009-01-01,Megan Fox,
Jennifer's Body,2009-01-01, Amanda Seyfried,
Jennifer's Body,2009-01-01, Adam Brody,
Jennifer's Body,2009-01-01, Johnny Simmons,
Bride Wars,2009-01-01,Kate Hudson,
Bride Wars,2009-01-01, Anne Hathaway,
Bride Wars,2009-01-01, Candice Bergen,
Bride Wars,2009-01-01, Bryan Greenberg,
Teeth,2007-01-01,Jess Weixler,
Teeth,2007-01-01, John Hensley,
Teeth,2007-01-01, Josh Pais,
Teeth,2007-01-01, Hale Appleman,
"Yours, Mine & Ours",2005-01-01,Dennis Quaid,
"Yours, Mine & Ours",2005-01-01, Rene Russo,
"Yours, Mine & Ours",2005-01-01, Jerry O'Connell,
"Yours, Mine & Ours",2005-01-01, Sean Faris,
Evan Almighty,2007-01-01,Steve Carell,
Evan Almighty,2007-01-01, Morgan Freeman,
Evan Almighty,2007-01-01, Lauren Graham,
Evan Almighty,2007-01-01, Johnny Simmons,
Just My Luck,2006-01-01,Lindsay Lohan,
Just My Luck,2006-01-01, Chris Pine,
Just My Luck,2006-01-01, Samaire Armstrong,
Just My Luck,2006-01-01, Bree Turner,
Christmas with the Kranks,2004-01-01,Tim Allen,
Christmas with the Kranks,2004-01-01, Jamie Lee Curtis,
Christmas with the Kranks,2004-01-01, Dan Aykroyd,
Christmas with the Kranks,2004-01-01, M. Emmet Walsh,
The Perfect Man,2005-01-01,Hilary Duff,
The Perfect Man,2005-01-01, Heather Locklear,
The Perfect Man,2005-01-01, Aria Wallace,
The Perfect Man,2005-01-01, Chris Noth,
Just Married,2003-01-01,Ashton Kutcher,
Just Married,2003-01-01, Brittany Murphy,
Just Married,2003-01-01, Christian Kane,
Just Married,2003-01-01, David Moscow,
Doctor Dolittle,1998-01-01,Eddie Murphy,
Doctor Dolittle,1998-01-01, Peter Boyle,
Doctor Dolittle,1998-01-01, Ossie Davis,
Doctor Dolittle,1998-01-01, Oliver Platt,
Ri¢hie Ri¢h,1994-01-01,Macaulay Culkin,
Ri¢hie Ri¢h,1994-01-01, Edward Herrmann,
Ri¢hie Ri¢h,1994-01-01, John Larroquette,
Ri¢hie Ri¢h,1994-01-01, Christine Ebersole,
Coneheads,1993-01-01,Dan Aykroyd,
Coneheads,1993-01-01, Jane Curtin,
Coneheads,1993-01-01, Robert Knott,
Coneheads,1993-01-01, Jonathan Penner,
Problem Child,1990-01-01,Michael Oliver,
Problem Child,1990-01-01, John Ritter,
Problem Child,1990-01-01, Jack Warden,
Problem Child,1990-01-01, Gilbert Gottfried,
My Stepmother Is an Alien,1988-01-01,Dan Aykroyd,
My Stepmother Is an Alien,1988-01-01, Kim Basinger,
My Stepmother Is an Alien,1988-01-01, Jon Lovitz,
My Stepmother Is an Alien,1988-01-01, Alyson Hannigan,
What Men Want,2019-01-01,Taraji P. Henson,
What Men Want,2019-01-01, Kristen Ledlow,
What Men Want,2019-01-01, Josh Brener,
What Men Want,2019-01-01, Kellan Lutz,
Coming 2 America,2021-01-01,Eddie Murphy,
Coming 2 America,2021-01-01, Arsenio Hall,
Coming 2 America,2021-01-01, Shari Headley,
Coming 2 America,2021-01-01, Jermaine Fowler,
Tusk,2014-01-01,Justin Long,
Tusk,2014-01-01, Michael Parks,
Tusk,2014-01-01, Haley Joel Osment,
Tusk,2014-01-01, Genesis Rodriguez,
Grown Ups 2,2013-01-01,Adam Sandler,
Grown Ups 2,2013-01-01, Kevin James,
Grown Ups 2,2013-01-01, Chris Rock,
Grown Ups 2,2013-01-01, David Spade,
Bachelorette,2012-01-01,Kirsten Dunst,
Bachelorette,2012-01-01, Isla Fisher,
Bachelorette,2012-01-01, Lizzy Caplan,
Bachelorette,2012-01-01, James Marsden,
The Back-up Plan,2010-01-01,Jennifer Lopez,
The Back-up Plan,2010-01-01, Alex O'Loughlin,
The Back-up Plan,2010-01-01, Michaela Watkins,
The Back-up Plan,2010-01-01, Eric Christian Olsen,
"I Love You, Beth Cooper",2009-01-01,Hayden Panettiere,
"I Love You, Beth Cooper",2009-01-01, Paul Rust,
"I Love You, Beth Cooper",2009-01-01, Jack Carpenter,
"I Love You, Beth Cooper",2009-01-01, Lauren London,
Old Dogs,2009-01-01,Robin Williams,
Old Dogs,2009-01-01, John Travolta,
Old Dogs,2009-01-01, Seth Green,
Old Dogs,2009-01-01, Kelly Preston,
Aquamarine,2006-01-01,Emma Roberts,
Aquamarine,2006-01-01, JoJo,
Aquamarine,2006-01-01, Sara Paxton,
Aquamarine,2006-01-01, Jake McDorman,
The Stepford Wives,2004-01-01,Nicole Kidman,
The Stepford Wives,2004-01-01, Bette Midler,
The Stepford Wives,2004-01-01, Matthew Broderick,
The Stepford Wives,2004-01-01, Glenn Close,
View from the Top,2003-01-01,Gwyneth Paltrow,
View from the Top,2003-01-01, Christina Applegate,
View from the Top,2003-01-01, Kelly Preston,
View from the Top,2003-01-01, Mark Ruffalo,
Scary Movie 2,2001-01-01,Anna Faris,
Scary Movie 2,2001-01-01, Marlon Wayans,
Scary Movie 2,2001-01-01, Antony Acker,
Scary Movie 2,2001-01-01, Mark Barrett,
Loser,2000-01-01,Jason Biggs,
Loser,2000-01-01, Mena Suvari,
Loser,2000-01-01, Zak Orth,
Loser,2000-01-01, Thomas Sadoski,
The Wedding Planner,2001-01-01,Jennifer Lopez,
The Wedding Planner,2001-01-01, Matthew McConaughey,
The Wedding Planner,2001-01-01, Bridgette Wilson-Sampras,
The Wedding Planner,2001-01-01, Justin Chambers,
Little Nicky,2000-01-01,Adam Sandler,
Little Nicky,2000-01-01, Patricia Arquette,
Little Nicky,2000-01-01, Harvey Keitel,
Little Nicky,2000-01-01, Rhys Ifans,
Flubber,1997-01-01,Robin Williams,
Flubber,1997-01-01, Marcia Gay Harden,
Flubber,1997-01-01, Christopher McDonald,
Flubber,1997-01-01, Ted Levine,
Police Academy 3: Back in Training,1986-01-01,Steve Guttenberg,
Police Academy 3: Back in Training,1986-01-01, Bubba Smith,
Police Academy 3: Back in Training,1986-01-01, David Graf,
Police Academy 3: Back in Training,1986-01-01, Michael Winslow,
Popeye,1980-01-01,Robin Williams,
Popeye,1980-01-01, Shelley Duvall,
Popeye,1980-01-01, Ray Walston,
Popeye,1980-01-01, Paul Dooley,
Rough Night,2017-01-01,Scarlett Johansson,
Rough Night,2017-01-01, Kate McKinnon,
Rough Night,2017-01-01, Zoë Kravitz,
Rough Night,2017-01-01, Ilana Glazer,
Zookeeper,2011-01-01,Kevin James,
Zookeeper,2011-01-01, Rosario Dawson,
Zookeeper,2011-01-01, Leslie Bibb,
Zookeeper,2011-01-01, Ken Jeong,
Beast,2022-01-01,Joseph Vijay,
Beast,2022-01-01, Pooja Hegde,
Beast,2022-01-01, K. Selvaraghavan,
Beast,2022-01-01, Shine Tom Chacko,
License to Wed,2007-01-01,Mandy Moore,
License to Wed,2007-01-01, John Krasinski,
License to Wed,2007-01-01, Robin Williams,
License to Wed,2007-01-01, Eric Christian Olsen,
My Super Ex-Girlfriend,2006-01-01,Uma Thurman,
My Super Ex-Girlfriend,2006-01-01, Luke Wilson,
My Super Ex-Girlfriend,2006-01-01, Anna Faris,
My Super Ex-Girlfriend,2006-01-01, Rainn Wilson,
Astérix aux jeux olympiques,2008-01-01,Gérard Depardieu,
Astérix aux jeux olympiques,2008-01-01, Clovis Cornillac,
Astérix aux jeux olympiques,2008-01-01, Benoît Poelvoorde,
Astérix aux jeux olympiques,2008-01-01, Alain Delon,
Mr. Woodcock,2007-01-01,Billy Bob Thornton,
Mr. Woodcock,2007-01-01, Seann William Scott,
Mr. Woodcock,2007-01-01, Susan Sarandon,
Mr. Woodcock,2007-01-01, Amy Poehler,
The Medallion,2003-01-01,Jackie Chan,
The Medallion,2003-01-01, Lee Evans,
The Medallion,2003-01-01, Claire Forlani,
The Medallion,2003-01-01, Julian Sands,
Spy Kids 2: Island of Lost Dreams,2002-01-01,Alexa PenaVega,
Spy Kids 2: Island of Lost Dreams,2002-01-01, Daryl Sabara,
Spy Kids 2: Island of Lost Dreams,2002-01-01, Antonio Banderas,
Spy Kids 2: Island of Lost Dreams,2002-01-01, Carla Gugino,
Snow Dogs,2002-01-01,Cuba Gooding Jr.,
Snow Dogs,2002-01-01, James Coburn,
Snow Dogs,2002-01-01, Sisqó,
Snow Dogs,2002-01-01, Nichelle Nichols,
Sex Tape,2014-01-01,Jason Segel,
Sex Tape,2014-01-01, Cameron Diaz,
Sex Tape,2014-01-01, Rob Corddry,
Sex Tape,2014-01-01, Ellie Kemper,
Meet Dave,2008-01-01,Eddie Murphy,
Meet Dave,2008-01-01, Elizabeth Banks,
Meet Dave,2008-01-01, Gabrielle Union,
Meet Dave,2008-01-01, Scott Caan,
The Three Stooges,2012-01-01,Sean Hayes,
The Three Stooges,2012-01-01, Chris Diamantopoulos,
The Three Stooges,2012-01-01, Will Sasso,
The Three Stooges,2012-01-01, Jane Lynch,
The Dukes of Hazzard,2005-01-01,Seann William Scott,
The Dukes of Hazzard,2005-01-01, Johnny Knoxville,
The Dukes of Hazzard,2005-01-01, Jessica Simpson,
The Dukes of Hazzard,2005-01-01, Alice Greczyn,
Scary Movie 4,2006-01-01,Anna Faris,
Scary Movie 4,2006-01-01, Regina Hall,
Scary Movie 4,2006-01-01, Craig Bierko,
Scary Movie 4,2006-01-01, Bill Pullman,
The Sweetest Thing,2002-01-01,Cameron Diaz,
The Sweetest Thing,2002-01-01, Thomas Jane,
The Sweetest Thing,2002-01-01, Christina Applegate,
The Sweetest Thing,2002-01-01, Lillian Adams,
Cats & Dogs,2001-01-01,Alec Baldwin,
Cats & Dogs,2001-01-01, Tobey Maguire,
Cats & Dogs,2001-01-01, Jeff Goldblum,
Cats & Dogs,2001-01-01, Elizabeth Perkins,
An American Werewolf in Paris,1997-01-01,Tom Everett Scott,
An American Werewolf in Paris,1997-01-01, Julie Delpy,
An American Werewolf in Paris,1997-01-01, Vince Vieluf,
An American Werewolf in Paris,1997-01-01, Phil Buckman,
A Haunted House,2013-01-01,Marlon Wayans,
A Haunted House,2013-01-01, Essence Atkins,
A Haunted House,2013-01-01, Marlene Forte,
A Haunted House,2013-01-01, David Koechner,
Me Time,2022-01-01,Kevin Hart,
Me Time,2022-01-01, Mark Wahlberg,
Me Time,2022-01-01, Regina Hall,
Me Time,2022-01-01, Che Tafari,
Tooth Fairy,2010-01-01,Dwayne Johnson,
Tooth Fairy,2010-01-01, Ashley Judd,
Tooth Fairy,2010-01-01, Julie Andrews,
Tooth Fairy,2010-01-01, Stephen Merchant,
Deck the Halls,2006-01-01,Matthew Broderick,
Deck the Halls,2006-01-01, Danny DeVito,
Deck the Halls,2006-01-01, Kristin Chenoweth,
Deck the Halls,2006-01-01, Kristin Davis,
Cursed,2005-01-01,Christina Ricci,
Cursed,2005-01-01, Jesse Eisenberg,
Cursed,2005-01-01, Portia de Rossi,
Cursed,2005-01-01, Mya,
The Phantom,1996-01-01,Billy Zane,
The Phantom,1996-01-01, Kristy Swanson,
The Phantom,1996-01-01, Treat Williams,
The Phantom,1996-01-01, Catherine Zeta-Jones,
Nothing But Trouble,1991-01-01,Chevy Chase,
Nothing But Trouble,1991-01-01, Dan Aykroyd,
Nothing But Trouble,1991-01-01, John Candy,
Nothing But Trouble,1991-01-01, Demi Moore,
Superman III,1983-01-01,Christopher Reeve,
Superman III,1983-01-01, Richard Pryor,
Superman III,1983-01-01, Margot Kidder,
Superman III,1983-01-01, Jackie Cooper,
Casino Royale,1967-01-01,David Niven,
Casino Royale,1967-01-01, Peter Sellers,
Casino Royale,1967-01-01, Ursula Andress,
Casino Royale,1967-01-01, Orson Welles,
Charlie's Angels,2019-01-01,Kristen Stewart,
Charlie's Angels,2019-01-01, Naomi Scott,
Charlie's Angels,2019-01-01, Ella Balinska,
Charlie's Angels,2019-01-01, Elizabeth Banks,
Meet the Blacks,2016-01-01,Mike Epps,
Meet the Blacks,2016-01-01, Zulay Henao,
Meet the Blacks,2016-01-01, Alex Henderson,
Meet the Blacks,2016-01-01, Bresha Webb,
Tammy,2014-01-01,Melissa McCarthy,
Tammy,2014-01-01, Susan Sarandon,
Tammy,2014-01-01, Kathy Bates,
Tammy,2014-01-01, Allison Janney,
Gulliver's Travels,2010-01-01,Jack Black,
Gulliver's Travels,2010-01-01, Emily Blunt,
Gulliver's Travels,2010-01-01, Jason Segel,
Gulliver's Travels,2010-01-01, Amanda Peet,
Year One,2009-01-01,Jack Black,
Year One,2009-01-01, Michael Cera,
Year One,2009-01-01, Olivia Wilde,
Year One,2009-01-01, Oliver Platt,
Herbie Fully Loaded,2005-01-01,Lindsay Lohan,
Herbie Fully Loaded,2005-01-01, Michael Keaton,
Herbie Fully Loaded,2005-01-01, Cheryl Hines,
Herbie Fully Loaded,2005-01-01, Breckin Meyer,
Seed of Chucky,2004-01-01,Jennifer Tilly,
Seed of Chucky,2004-01-01, Brad Dourif,
Seed of Chucky,2004-01-01, John Waters,
Seed of Chucky,2004-01-01, Billy Boyd,
Boat Trip,2002-01-01,Cuba Gooding Jr.,
Boat Trip,2002-01-01, Horatio Sanz,
Boat Trip,2002-01-01, Roselyn Sanchez,
Boat Trip,2002-01-01, Vivica A. Fox,
Black Knight,2001-01-01,Martin Lawrence,
Black Knight,2001-01-01, Marsha Thomason,
Black Knight,2001-01-01, Tom Wilkinson,
Black Knight,2001-01-01, Vincent Regan,
The Flintstones,1994-01-01,John Goodman,
The Flintstones,1994-01-01, Rick Moranis,
The Flintstones,1994-01-01, Rosie O'Donnell,
The Flintstones,1994-01-01, Halle Berry,
Beethoven's 2nd,1993-01-01,Charles Grodin,
Beethoven's 2nd,1993-01-01, Bonnie Hunt,
Beethoven's 2nd,1993-01-01, Nicholle Tom,
Beethoven's 2nd,1993-01-01, Christopher Castile,
Recep Ivedik,2008-01-01,Sahan Gökbakar,
Recep Ivedik,2008-01-01, Fatma Toptas,
Recep Ivedik,2008-01-01, Tulug Çizgen,
Recep Ivedik,2008-01-01, Ismail Hakki Ürün,
