movie_name,movie_date,award_year,award_category,award_winner
Driving Miss Daisy,1989,1990,BEST PICTURE,True
Balance,1989,1990,SHORT FILM (Animated),True
Work Experience,1989,1990,SHORT FILM (Live Action),True
Glory,1989,1990,SOUND,True
Indiana Jones and the Last Crusade,1989,1990,SOUND EFFECTS EDITING,True
The Abyss,1989,1990,VISUAL EFFECTS,True
Driving Miss Daisy,1989,1990,WRITING (Screenplay Based on Material from Another Medium),True
Dead Poets Society,1989,1990,WRITING (Screenplay Written Directly for the Screen),True
Reversal of Fortune,1990,1991,ACTOR IN A LEADING ROLE,True
Good Fellas,1990,1991,ACTOR IN A SUPPORTING ROLE,True
Misery,1990,1991,ACTRESS IN A LEADING ROLE,True
Ghost,1990,1991,ACTRESS IN A SUPPORTING ROLE,True
Dick Tracy,1990,1991,ART DIRECTION,True
Dances With Wolves,1990,1991,CINEMATOGRAPHY,True
Cyrano de Bergerac,1990,1991,COSTUME DESIGN,True
Dances With Wolves,1990,1991,DIRECTING,True
American Dream,1990,1991,DOCUMENTARY (Feature),True
Days of Waiting,1990,1991,DOCUMENTARY (Short Subject),True
Dances With Wolves,1990,1991,FILM EDITING,True
Journey of Hope,1990,1991,FOREIGN LANGUAGE FILM,True
Dick Tracy,1990,1991,MAKEUP,True
Dances With Wolves,1990,1991,MUSIC (Original Score),True
Dick Tracy,1990,1991,MUSIC (Original Song),True
Dances With Wolves,1990,1991,BEST PICTURE,True
Creature Comforts,1990,1991,SHORT FILM (Animated),True
The Lunch Date,1990,1991,SHORT FILM (Live Action),True
Dances With Wolves,1990,1991,SOUND,True
The Hunt for Red October,1990,1991,SOUND EFFECTS EDITING,True
Dances With Wolves,1990,1991,WRITING (Screenplay Based on Material from Another Medium),True
Ghost,1990,1991,WRITING (Screenplay Written Directly for the Screen),True
Total Recall,1990,1991,SPECIAL ACHIEVEMENT AWARD (Visual Effects),True
The Silence of the Lambs,1991,1992,ACTOR IN A LEADING ROLE,True
City Slickers,1991,1992,ACTOR IN A SUPPORTING ROLE,True
The Silence of the Lambs,1991,1992,ACTRESS IN A LEADING ROLE,True
The Fisher King,1991,1992,ACTRESS IN A SUPPORTING ROLE,True
Bugsy,1991,1992,ART DIRECTION,True
JFK,1991,1992,CINEMATOGRAPHY,True
Bugsy,1991,1992,COSTUME DESIGN,True
The Silence of the Lambs,1991,1992,DIRECTING,True
In the Shadow of the Stars,1991,1992,DOCUMENTARY (Feature),True
"Deadly Deception: General Electric, Nuclear Weapons and Our Environment",1991,1992,DOCUMENTARY (Short Subject),True
JFK,1991,1992,FILM EDITING,True
Mediterraneo,1991,1992,FOREIGN LANGUAGE FILM,True
Terminator 2: Judgment Day,1991,1992,MAKEUP,True
Beauty and the Beast,1991,1992,MUSIC (Original Score),True
The Silence of the Lambs,1991,1992,BEST PICTURE,True
Manipulation,1991,1992,SHORT FILM (Animated),True
Session Man,1991,1992,SHORT FILM (Live Action),True
Terminator 2: Judgment Day,1991,1992,SOUND,True
Terminator 2: Judgment Day,1991,1992,SOUND EFFECTS EDITING,True
Terminator 2: Judgment Day,1991,1992,VISUAL EFFECTS,True
The Silence of the Lambs,1991,1992,WRITING (Screenplay Based on Material Previously Produced or Published),True
Thelma & Louise,1991,1992,WRITING (Screenplay Written Directly for the Screen),True
Scent of a Woman,1992,1993,ACTOR IN A LEADING ROLE,True
Unforgiven,1992,1993,ACTOR IN A SUPPORTING ROLE,True
Howards End,1992,1993,ACTRESS IN A LEADING ROLE,True
My Cousin Vinny,1992,1993,ACTRESS IN A SUPPORTING ROLE,True
Howards End,1992,1993,ART DIRECTION,True
A River Runs through It,1992,1993,CINEMATOGRAPHY,True
Bram Stoker's Dracula,1992,1993,COSTUME DESIGN,True
Unforgiven,1992,1993,DIRECTING,True
The Panama Deception,1992,1993,DOCUMENTARY (Feature),True
Educating Peter,1992,1993,DOCUMENTARY (Short Subject),True
Unforgiven,1992,1993,FILM EDITING,True
Indochine,1992,1993,FOREIGN LANGUAGE FILM,True
Bram Stoker's Dracula,1992,1993,MAKEUP,True
Aladdin,1992,1993,MUSIC (Original Score),True
Unforgiven,1992,1993,BEST PICTURE,True
Mona Lisa Descending a Staircase,1992,1993,SHORT FILM (Animated),True
Omnibus,1992,1993,SHORT FILM (Live Action),True
The Last of the Mohicans,1992,1993,SOUND,True
Bram Stoker's Dracula,1992,1993,SOUND EFFECTS EDITING,True
Death Becomes Her,1992,1993,VISUAL EFFECTS,True
Howards End,1992,1993,WRITING (Screenplay Based on Material Previously Produced or Published),True
The Crying Game,1992,1993,WRITING (Screenplay Written Directly for the Screen),True
Philadelphia,1993,1994,ACTOR IN A LEADING ROLE,True
The Fugitive,1993,1994,ACTOR IN A SUPPORTING ROLE,True
The Piano,1993,1994,ACTRESS IN A LEADING ROLE,True
The Piano,1993,1994,ACTRESS IN A SUPPORTING ROLE,True
Schindler's List,1993,1994,ART DIRECTION,True
Schindler's List,1993,1994,CINEMATOGRAPHY,True
The Age of Innocence,1993,1994,COSTUME DESIGN,True
Schindler's List,1993,1994,DIRECTING,True
I Am a Promise: The Children of Stanton Elementary School,1993,1994,DOCUMENTARY (Feature),True
Defending Our Lives,1993,1994,DOCUMENTARY (Short Subject),True
Schindler's List,1993,1994,FILM EDITING,True
Belle Epoque,1993,1994,FOREIGN LANGUAGE FILM,True
Mrs. Doubtfire,1993,1994,MAKEUP,True
Schindler's List,1993,1994,MUSIC (Original Score),True
Schindler's List,1993,1994,BEST PICTURE,True
The Wrong Trousers,1993,1994,SHORT FILM (Animated),True
Black Rider (Schwarzfahrer),1993,1994,SHORT FILM (Live Action),True
Jurassic Park,1993,1994,SOUND,True
Jurassic Park,1993,1994,SOUND EFFECTS EDITING,True
Jurassic Park,1993,1994,VISUAL EFFECTS,True
Schindler's List,1993,1994,WRITING (Screenplay Based on Material Previously Produced or Published),True
The Piano,1993,1994,WRITING (Screenplay Written Directly for the Screen),True
Forrest Gump,1994,1995,ACTOR IN A LEADING ROLE,True
Ed Wood,1994,1995,ACTOR IN A SUPPORTING ROLE,True
Blue Sky,1994,1995,ACTRESS IN A LEADING ROLE,True
The Madness of King George,1994,1995,ART DIRECTION,True
Legends of the Fall,1994,1995,CINEMATOGRAPHY,True
"The Adventures of Priscilla, Queen of the Desert",1994,1995,COSTUME DESIGN,True
Forrest Gump,1994,1995,DIRECTING,True
Maya Lin: A Strong Clear Vision,1994,1995,DOCUMENTARY (Feature),True
A Time for Justice,1994,1995,DOCUMENTARY (Short Subject),True
Forrest Gump,1994,1995,FILM EDITING,True
Burnt by the Sun,1994,1995,FOREIGN LANGUAGE FILM,True
Ed Wood,1994,1995,MAKEUP,True
The Lion King,1994,1995,MUSIC (Original Score),True
The Lion King,1994,1995,MUSIC (Original Song),True
Forrest Gump,1994,1995,BEST PICTURE,True
Bob's Birthday,1994,1995,SHORT FILM (Animated),True
Franz Kafka's It's a Wonderful Life,1994,1995,SHORT FILM (Live Action),True
Trevor,1994,1995,SHORT FILM (Live Action),True
Speed,1994,1995,SOUND,True
Speed,1994,1995,SOUND EFFECTS EDITING,True
Forrest Gump,1994,1995,VISUAL EFFECTS,True
Forrest Gump,1994,1995,WRITING (Screenplay Based on Material Previously Produced or Published),True
Pulp Fiction,1994,1995,WRITING (Screenplay Written Directly for the Screen),True
Leaving Las Vegas,1995,1996,ACTOR IN A LEADING ROLE,True
The Usual Suspects,1995,1996,ACTOR IN A SUPPORTING ROLE,True
Dead Man Walking,1995,1996,ACTRESS IN A LEADING ROLE,True
Mighty Aphrodite,1995,1996,ACTRESS IN A SUPPORTING ROLE,True
Restoration,1995,1996,ART DIRECTION,True
Braveheart,1995,1996,CINEMATOGRAPHY,True
Restoration,1995,1996,COSTUME DESIGN,True
Braveheart,1995,1996,DIRECTING,True
Anne Frank Remembered,1995,1996,DOCUMENTARY (Feature),True
One Survivor Remembers,1995,1996,DOCUMENTARY (Short Subject),True
Apollo 13,1995,1996,FILM EDITING,True
Antonia's Line,1995,1996,FOREIGN LANGUAGE FILM,True
Braveheart,1995,1996,MAKEUP,True
The Postman (Il Postino),1995,1996,MUSIC (Original Dramatic Score),True
Pocahontas,1995,1996,MUSIC (Original Musical or Comedy Score),True
Pocahontas,1995,1996,MUSIC (Original Song),True
Braveheart,1995,1996,BEST PICTURE,True
A Close Shave,1995,1996,SHORT FILM (Animated),True
Lieberman in Love,1995,1996,SHORT FILM (Live Action),True
Apollo 13,1995,1996,SOUND,True
Braveheart,1995,1996,SOUND EFFECTS EDITING,True
Babe,1995,1996,VISUAL EFFECTS,True
Sense and Sensibility,1995,1996,WRITING (Screenplay Based on Material Previously Produced or Published),True
The Usual Suspects,1995,1996,WRITING (Screenplay Written Directly for the Screen),True
Shine,1996,1997,ACTOR IN A LEADING ROLE,True
Jerry Maguire,1996,1997,ACTOR IN A SUPPORTING ROLE,True
Fargo,1996,1997,ACTRESS IN A LEADING ROLE,True
The English Patient,1996,1997,ACTRESS IN A SUPPORTING ROLE,True
The English Patient,1996,1997,ART DIRECTION,True
The English Patient,1996,1997,CINEMATOGRAPHY,True
The English Patient,1996,1997,COSTUME DESIGN,True
The English Patient,1996,1997,DIRECTING,True
When We Were Kings,1996,1997,DOCUMENTARY (Feature),True
Breathing Lessons: The Life and Work of Mark O'Brien,1996,1997,DOCUMENTARY (Short Subject),True
The English Patient,1996,1997,FILM EDITING,True
Kolya,1996,1997,FOREIGN LANGUAGE FILM,True
The Nutty Professor,1996,1997,MAKEUP,True
The English Patient,1996,1997,MUSIC (Original Dramatic Score),True
Emma,1996,1997,MUSIC (Original Musical or Comedy Score),True
Evita,1996,1997,MUSIC (Original Song),True
The English Patient,1996,1997,BEST PICTURE,True
Quest,1996,1997,SHORT FILM (Animated),True
Dear Diary,1996,1997,SHORT FILM (Live Action),True
The English Patient,1996,1997,SOUND,True
The Ghost and the Darkness,1996,1997,SOUND EFFECTS EDITING,True
Independence Day,1996,1997,VISUAL EFFECTS,True
Sling Blade,1996,1997,WRITING (Screenplay Based on Material Previously Produced or Published),True
Fargo,1996,1997,WRITING (Screenplay Written Directly for the Screen),True
As Good as It Gets,1997,1998,ACTOR IN A LEADING ROLE,True
Good Will Hunting,1997,1998,ACTOR IN A SUPPORTING ROLE,True
As Good as It Gets,1997,1998,ACTRESS IN A LEADING ROLE,True
L.A. Confidential,1997,1998,ACTRESS IN A SUPPORTING ROLE,True
Titanic,1997,1998,ART DIRECTION,True
Titanic,1997,1998,CINEMATOGRAPHY,True
Titanic,1997,1998,COSTUME DESIGN,True
Titanic,1997,1998,DIRECTING,True
The Long Way Home,1997,1998,DOCUMENTARY (Feature),True
A Story of Healing,1997,1998,DOCUMENTARY (Short Subject),True
Titanic,1997,1998,FILM EDITING,True
Character,1997,1998,FOREIGN LANGUAGE FILM,True
Men in Black,1997,1998,MAKEUP,True
Titanic,1997,1998,MUSIC (Original Dramatic Score),True
The Full Monty,1997,1998,MUSIC (Original Musical or Comedy Score),True
Titanic,1997,1998,MUSIC (Original Song),True
Titanic,1997,1998,BEST PICTURE,True
Geri's Game,1997,1998,SHORT FILM (Animated),True
Visas and Virtue,1997,1998,SHORT FILM (Live Action),True
Titanic,1997,1998,SOUND,True
Titanic,1997,1998,SOUND EFFECTS EDITING,True
Titanic,1997,1998,VISUAL EFFECTS,True
L.A. Confidential,1997,1998,WRITING (Screenplay Based on Material Previously Produced or Published),True
Good Will Hunting,1997,1998,WRITING (Screenplay Written Directly for the Screen),True
Life Is Beautiful,1998,1999,ACTOR IN A LEADING ROLE,True
Affliction,1998,1999,ACTOR IN A SUPPORTING ROLE,True
Shakespeare in Love,1998,1999,ACTRESS IN A LEADING ROLE,True
Shakespeare in Love,1998,1999,ACTRESS IN A SUPPORTING ROLE,True
Shakespeare in Love,1998,1999,ART DIRECTION,True
Saving Private Ryan,1998,1999,CINEMATOGRAPHY,True
Shakespeare in Love,1998,1999,COSTUME DESIGN,True
Saving Private Ryan,1998,1999,DIRECTING,True
The Last Days,1998,1999,DOCUMENTARY (Feature),True
The Personals: Improvisations on Romance in the Golden Years,1998,1999,DOCUMENTARY (Short Subject),True
Saving Private Ryan,1998,1999,FILM EDITING,True
Life Is Beautiful,1998,1999,FOREIGN LANGUAGE FILM,True
Elizabeth,1998,1999,MAKEUP,True
Life Is Beautiful,1998,1999,MUSIC (Original Dramatic Score),True
Shakespeare in Love,1998,1999,MUSIC (Original Musical or Comedy Score),True
The Prince of Egypt,1998,1999,MUSIC (Original Song),True
Shakespeare in Love,1998,1999,BEST PICTURE,True
Bunny,1998,1999,SHORT FILM (Animated),True
Election Night (Valgaften),1998,1999,SHORT FILM (Live Action),True
Saving Private Ryan,1998,1999,SOUND,True
Saving Private Ryan,1998,1999,SOUND EFFECTS EDITING,True
What Dreams May Come,1998,1999,VISUAL EFFECTS,True
Gods and Monsters,1998,1999,WRITING (Screenplay Based on Material Previously Produced or Published),True
Shakespeare in Love,1998,1999,WRITING (Screenplay Written Directly for the Screen),True
American Beauty,1999,2000,ACTOR IN A LEADING ROLE,True
The Cider House Rules,1999,2000,ACTOR IN A SUPPORTING ROLE,True
Boys Don't Cry,1999,2000,ACTRESS IN A LEADING ROLE,True
"Girl, Interrupted",1999,2000,ACTRESS IN A SUPPORTING ROLE,True
Sleepy Hollow,1999,2000,ART DIRECTION,True
American Beauty,1999,2000,CINEMATOGRAPHY,True
Topsy-Turvy,1999,2000,COSTUME DESIGN,True
American Beauty,1999,2000,DIRECTING,True
One Day in September,1999,2000,DOCUMENTARY (Feature),True
King Gimp,1999,2000,DOCUMENTARY (Short Subject),True
The Matrix,1999,2000,FILM EDITING,True
All about My Mother,1999,2000,FOREIGN LANGUAGE FILM,True
Topsy-Turvy,1999,2000,MAKEUP,True
The Red Violin,1999,2000,MUSIC (Original Score),True
Tarzan,1999,2000,MUSIC (Original Song),True
American Beauty,1999,2000,BEST PICTURE,True
The Old Man and the Sea,1999,2000,SHORT FILM (Animated),True
My Mother Dreams the Satan's Disciples in New York,1999,2000,SHORT FILM (Live Action),True
The Matrix,1999,2000,SOUND,True
The Matrix,1999,2000,SOUND EFFECTS EDITING,True
The Matrix,1999,2000,VISUAL EFFECTS,True
The Cider House Rules,1999,2000,WRITING (Screenplay Based on Material Previously Produced or Published),True
American Beauty,1999,2000,WRITING (Screenplay Written Directly for the Screen),True
Gladiator,2000,2001,ACTOR IN A LEADING ROLE,True
Traffic,2000,2001,ACTOR IN A SUPPORTING ROLE,True
Erin Brockovich,2000,2001,ACTRESS IN A LEADING ROLE,True
Pollock,2000,2001,ACTRESS IN A SUPPORTING ROLE,True
"Crouching Tiger, Hidden Dragon",2000,2001,ART DIRECTION,True
"Crouching Tiger, Hidden Dragon",2000,2001,CINEMATOGRAPHY,True
Gladiator,2000,2001,COSTUME DESIGN,True
Traffic,2000,2001,DIRECTING,True
Into the Arms of Strangers: Stories of the Kindertransport,2000,2001,DOCUMENTARY (Feature),True
Big Mama,2000,2001,DOCUMENTARY (Short Subject),True
Traffic,2000,2001,FILM EDITING,True
"Crouching Tiger, Hidden Dragon",2000,2001,FOREIGN LANGUAGE FILM,True
Dr. Seuss' How the Grinch Stole Christmas,2000,2001,MAKEUP,True
"Crouching Tiger, Hidden Dragon",2000,2001,MUSIC (Original Score),True
Wonder Boys,2000,2001,MUSIC (Original Song),True
Gladiator,2000,2001,BEST PICTURE,True
Father and Daughter,2000,2001,SHORT FILM (Animated),True
Quiero Ser (I want to be...),2000,2001,SHORT FILM (Live Action),True
Gladiator,2000,2001,SOUND,True
U-571,2000,2001,SOUND EDITING,True
Gladiator,2000,2001,VISUAL EFFECTS,True
Traffic,2000,2001,WRITING (Screenplay Based on Material Previously Produced or Published),True
Almost Famous,2000,2001,WRITING (Screenplay Written Directly for the Screen),True
Training Day,2001,2002,ACTOR IN A LEADING ROLE,True
Iris,2001,2002,ACTOR IN A SUPPORTING ROLE,True
Monster's Ball,2001,2002,ACTRESS IN A LEADING ROLE,True
A Beautiful Mind,2001,2002,ACTRESS IN A SUPPORTING ROLE,True
Shrek,2001,2002,ANIMATED FEATURE FILM,True
Moulin Rouge,2001,2002,ART DIRECTION,True
The Lord of the Rings: The Fellowship of the Ring,2001,2002,CINEMATOGRAPHY,True
Moulin Rouge,2001,2002,COSTUME DESIGN,True
A Beautiful Mind,2001,2002,DIRECTING,True
Murder on a Sunday Morning,2001,2002,DOCUMENTARY (Feature),True
Thoth,2001,2002,DOCUMENTARY (Short Subject),True
Black Hawk Down,2001,2002,FILM EDITING,True
No Man's Land,2001,2002,FOREIGN LANGUAGE FILM,True
The Lord of the Rings: The Fellowship of the Ring,2001,2002,MAKEUP,True
The Lord of the Rings: The Fellowship of the Ring,2001,2002,MUSIC (Original Score),True
"Monsters, Inc.",2001,2002,MUSIC (Original Song),True
A Beautiful Mind,2001,2002,BEST PICTURE,True
For the Birds,2001,2002,SHORT FILM (Animated),True
the accountant,2001,2002,SHORT FILM (Live Action),True
Black Hawk Down,2001,2002,SOUND,True
Pearl Harbor,2001,2002,SOUND EDITING,True
The Lord of the Rings: The Fellowship of the Ring,2001,2002,VISUAL EFFECTS,True
A Beautiful Mind,2001,2002,WRITING (Screenplay Based on Material Previously Produced or Published),True
Gosford Park,2001,2002,WRITING (Screenplay Written Directly for the Screen),True
The Pianist,2002,2003,ACTOR IN A LEADING ROLE,True
Adaptation,2002,2003,ACTOR IN A SUPPORTING ROLE,True
The Hours,2002,2003,ACTRESS IN A LEADING ROLE,True
Spirited Away,2002,2003,ANIMATED FEATURE FILM,True
Chicago,2002,2003,ART DIRECTION,True
Road to Perdition,2002,2003,CINEMATOGRAPHY,True
Chicago,2002,2003,COSTUME DESIGN,True
The Pianist,2002,2003,DIRECTING,True
Bowling for Columbine,2002,2003,DOCUMENTARY (Feature),True
Twin Towers,2002,2003,DOCUMENTARY (Short Subject),True
Chicago,2002,2003,FILM EDITING,True
Nowhere in Africa,2002,2003,FOREIGN LANGUAGE FILM,True
Frida,2002,2003,MAKEUP,True
Frida,2002,2003,MUSIC (Original Score),True
8 Mile,2002,2003,MUSIC (Original Song),True
Chicago,2002,2003,BEST PICTURE,True
The ChubbChubbs!,2002,2003,SHORT FILM (Animated),True
This Charming Man (Der Er En Yndig Mand),2002,2003,SHORT FILM (Live Action),True
Chicago,2002,2003,SOUND,True
The Lord of the Rings: The Two Towers,2002,2003,SOUND EDITING,True
The Lord of the Rings: The Two Towers,2002,2003,VISUAL EFFECTS,True
The Pianist,2002,2003,WRITING (Adapted Screenplay),True
Talk to Her,2002,2003,WRITING (Original Screenplay),True
Mystic River,2003,2004,ACTOR IN A LEADING ROLE,True
Mystic River,2003,2004,ACTOR IN A SUPPORTING ROLE,True
Monster,2003,2004,ACTRESS IN A LEADING ROLE,True
Cold Mountain,2003,2004,ACTRESS IN A SUPPORTING ROLE,True
Finding Nemo,2003,2004,ANIMATED FEATURE FILM,True
The Lord of the Rings: The Return of the King,2003,2004,ART DIRECTION,True
Master and Commander: The Far Side of the World,2003,2004,CINEMATOGRAPHY,True
The Lord of the Rings: The Return of the King,2003,2004,COSTUME DESIGN,True
The Lord of the Rings: The Return of the King,2003,2004,DIRECTING,True
The Fog of War,2003,2004,DOCUMENTARY (Feature),True
Chernobyl Heart,2003,2004,DOCUMENTARY (Short Subject),True
The Lord of the Rings: The Return of the King,2003,2004,FILM EDITING,True
The Barbarian Invasions,2003,2004,FOREIGN LANGUAGE FILM,True
The Lord of the Rings: The Return of the King,2003,2004,MAKEUP,True
The Lord of the Rings: The Return of the King,2003,2004,MUSIC (Original Score),True
The Lord of the Rings: The Return of the King,2003,2004,MUSIC (Original Song),True
The Lord of the Rings: The Return of the King,2003,2004,BEST PICTURE,True
Harvie Krumpet,2003,2004,SHORT FILM (Animated),True
Two Soldiers,2003,2004,SHORT FILM (Live Action),True
Master and Commander: The Far Side of the World,2003,2004,SOUND EDITING,True
The Lord of the Rings: The Return of the King,2003,2004,SOUND MIXING,True
The Lord of the Rings: The Return of the King,2003,2004,VISUAL EFFECTS,True
The Lord of the Rings: The Return of the King,2003,2004,WRITING (Adapted Screenplay),True
Lost in Translation,2003,2004,WRITING (Original Screenplay),True
Ray,2004,2005,ACTOR IN A LEADING ROLE,True
Million Dollar Baby,2004,2005,ACTOR IN A SUPPORTING ROLE,True
Million Dollar Baby,2004,2005,ACTRESS IN A LEADING ROLE,True
The Aviator,2004,2005,ACTRESS IN A SUPPORTING ROLE,True
The Incredibles,2004,2005,ANIMATED FEATURE FILM,True
The Aviator,2004,2005,ART DIRECTION,True
The Aviator,2004,2005,CINEMATOGRAPHY,True
The Aviator,2004,2005,COSTUME DESIGN,True
Million Dollar Baby,2004,2005,DIRECTING,True
Born into Brothels,2004,2005,DOCUMENTARY (Feature),True
Mighty Times: The Children's March,2004,2005,DOCUMENTARY (Short Subject),True
The Aviator,2004,2005,FILM EDITING,True
The Sea Inside,2004,2005,FOREIGN LANGUAGE FILM,True
Lemony Snicket's A Series of Unfortunate Events,2004,2005,MAKEUP,True
Finding Neverland,2004,2005,MUSIC (Original Score),True
The Motorcycle Diaries,2004,2005,MUSIC (Original Song),True
Million Dollar Baby,2004,2005,BEST PICTURE,True
Ryan,2004,2005,SHORT FILM (Animated),True
Wasp,2004,2005,SHORT FILM (Live Action),True
The Incredibles,2004,2005,SOUND EDITING,True
Ray,2004,2005,SOUND MIXING,True
Spider-Man 2,2004,2005,VISUAL EFFECTS,True
Sideways,2004,2005,WRITING (Adapted Screenplay),True
Eternal Sunshine of the Spotless Mind,2004,2005,WRITING (Original Screenplay),True
Capote,2005,2006,ACTOR IN A LEADING ROLE,True
Syriana,2005,2006,ACTOR IN A SUPPORTING ROLE,True
Walk the Line,2005,2006,ACTRESS IN A LEADING ROLE,True
The Constant Gardener,2005,2006,ACTRESS IN A SUPPORTING ROLE,True
Wallace & Gromit in The Curse of the Were-Rabbit,2005,2006,ANIMATED FEATURE FILM,True
Memoirs of a Geisha,2005,2006,ART DIRECTION,True
Memoirs of a Geisha,2005,2006,CINEMATOGRAPHY,True
Memoirs of a Geisha,2005,2006,COSTUME DESIGN,True
Brokeback Mountain,2005,2006,DIRECTING,True
March of the Penguins,2005,2006,DOCUMENTARY (Feature),True
A Note of Triumph: The Golden Age of Norman Corwin,2005,2006,DOCUMENTARY (Short Subject),True
Crash,2005,2006,FILM EDITING,True
Tsotsi,2005,2006,FOREIGN LANGUAGE FILM,True
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,2006,MAKEUP,True
Brokeback Mountain,2005,2006,MUSIC (Original Score),True
Hustle & Flow,2005,2006,MUSIC (Original Song),True
Crash,2005,2006,BEST PICTURE,True
The Moon and the Son: An Imagined Conversation,2005,2006,SHORT FILM (Animated),True
Six Shooter,2005,2006,SHORT FILM (Live Action),True
King Kong,2005,2006,SOUND EDITING,True
King Kong,2005,2006,SOUND MIXING,True
King Kong,2005,2006,VISUAL EFFECTS,True
Brokeback Mountain,2005,2006,WRITING (Adapted Screenplay),True
Crash,2005,2006,WRITING (Original Screenplay),True
The Last King of Scotland,2006,2007,ACTOR IN A LEADING ROLE,True
Little Miss Sunshine,2006,2007,ACTOR IN A SUPPORTING ROLE,True
The Queen,2006,2007,ACTRESS IN A LEADING ROLE,True
Dreamgirls,2006,2007,ACTRESS IN A SUPPORTING ROLE,True
Happy Feet,2006,2007,ANIMATED FEATURE FILM,True
Pan's Labyrinth,2006,2007,ART DIRECTION,True
Pan's Labyrinth,2006,2007,CINEMATOGRAPHY,True
Marie Antoinette,2006,2007,COSTUME DESIGN,True
The Departed,2006,2007,DIRECTING,True
An Inconvenient Truth,2006,2007,DOCUMENTARY (Feature),True
The Blood of Yingzhou District,2006,2007,DOCUMENTARY (Short Subject),True
The Departed,2006,2007,FILM EDITING,True
The Lives of Others,2006,2007,FOREIGN LANGUAGE FILM,True
Pan's Labyrinth,2006,2007,MAKEUP,True
Babel,2006,2007,MUSIC (Original Score),True
An Inconvenient Truth,2006,2007,MUSIC (Original Song),True
The Departed,2006,2007,BEST PICTURE,True
The Danish Poet,2006,2007,SHORT FILM (Animated),True
West Bank Story,2006,2007,SHORT FILM (Live Action),True
Letters from Iwo Jima,2006,2007,SOUND EDITING,True
Dreamgirls,2006,2007,SOUND MIXING,True
Pirates of the Caribbean: Dead Man's Chest,2006,2007,VISUAL EFFECTS,True
The Departed,2006,2007,WRITING (Adapted Screenplay),True
Little Miss Sunshine,2006,2007,WRITING (Original Screenplay),True
There Will Be Blood,2007,2008,ACTOR IN A LEADING ROLE,True
No Country for Old Men,2007,2008,ACTOR IN A SUPPORTING ROLE,True
La Vie en Rose,2007,2008,ACTRESS IN A LEADING ROLE,True
Michael Clayton,2007,2008,ACTRESS IN A SUPPORTING ROLE,True
Ratatouille,2007,2008,ANIMATED FEATURE FILM,True
Sweeney Todd The Demon Barber of Fleet Street,2007,2008,ART DIRECTION,True
There Will Be Blood,2007,2008,CINEMATOGRAPHY,True
Elizabeth: The Golden Age,2007,2008,COSTUME DESIGN,True
No Country for Old Men,2007,2008,DIRECTING,True
Taxi to the Dark Side,2007,2008,DOCUMENTARY (Feature),True
Freeheld,2007,2008,DOCUMENTARY (Short Subject),True
The Bourne Ultimatum,2007,2008,FILM EDITING,True
The Counterfeiters,2007,2008,FOREIGN LANGUAGE FILM,True
La Vie en Rose,2007,2008,MAKEUP,True
Atonement,2007,2008,MUSIC (Original Score),True
Once,2007,2008,MUSIC (Original Song),True
No Country for Old Men,2007,2008,BEST PICTURE,True
Peter & the Wolf,2007,2008,SHORT FILM (Animated),True
Le Mozart des Pickpockets (The Mozart of Pickpockets),2007,2008,SHORT FILM (Live Action),True
The Bourne Ultimatum,2007,2008,SOUND EDITING,True
The Bourne Ultimatum,2007,2008,SOUND MIXING,True
The Golden Compass,2007,2008,VISUAL EFFECTS,True
No Country for Old Men,2007,2008,WRITING (Adapted Screenplay),True
Juno,2007,2008,WRITING (Original Screenplay),True
Milk,2008,2009,ACTOR IN A LEADING ROLE,True
The Dark Knight,2008,2009,ACTOR IN A SUPPORTING ROLE,True
The Reader,2008,2009,ACTRESS IN A LEADING ROLE,True
Vicky Cristina Barcelona,2008,2009,ACTRESS IN A SUPPORTING ROLE,True
WALL-E,2008,2009,ANIMATED FEATURE FILM,True
The Curious Case of Benjamin Button,2008,2009,ART DIRECTION,True
Slumdog Millionaire,2008,2009,CINEMATOGRAPHY,True
The Duchess,2008,2009,COSTUME DESIGN,True
Slumdog Millionaire,2008,2009,DIRECTING,True
Man on Wire,2008,2009,DOCUMENTARY (Feature),True
Smile Pinki,2008,2009,DOCUMENTARY (Short Subject),True
Slumdog Millionaire,2008,2009,FILM EDITING,True
Departures,2008,2009,FOREIGN LANGUAGE FILM,True
The Curious Case of Benjamin Button,2008,2009,MAKEUP,True
Slumdog Millionaire,2008,2009,MUSIC (Original Score),True
Slumdog Millionaire,2008,2009,MUSIC (Original Song),True
Slumdog Millionaire,2008,2009,BEST PICTURE,True
La Maison en Petits Cubes,2008,2009,SHORT FILM (Animated),True
Spielzeugland (Toyland),2008,2009,SHORT FILM (Live Action),True
The Dark Knight,2008,2009,SOUND EDITING,True
Slumdog Millionaire,2008,2009,SOUND MIXING,True
The Curious Case of Benjamin Button,2008,2009,VISUAL EFFECTS,True
Slumdog Millionaire,2008,2009,WRITING (Adapted Screenplay),True
Milk,2008,2009,WRITING (Original Screenplay),True
Crazy Heart,2009,2010,ACTOR IN A LEADING ROLE,True
Inglourious Basterds,2009,2010,ACTOR IN A SUPPORTING ROLE,True
The Blind Side,2009,2010,ACTRESS IN A LEADING ROLE,True
Precious: Based on the Novel 'Push' by Sapphire,2009,2010,ACTRESS IN A SUPPORTING ROLE,True
Up,2009,2010,ANIMATED FEATURE FILM,True
