award_year,person_name,award_category,award_winner
2014,Emmanuel Lubezki,CINEMATOGRAPHY,True
2014,Catherine Martin,COSTUME DESIGN,True
2014,Alfonso Cuarón,DIRECTING,True
2014,Morgan Neville,DOCUMENTARY (Feature),True
2014,Gil Friesen and Caitrin Rogers,DOCUMENTARY (Feature),True
2014,Malcolm Clarke and Nicholas Reed,DOCUMENTARY (Short Subject),True
2014,Alfonso Cuarón and Mark Sanger,FILM EDITING,True
2014,Italy,FOREIGN LANGUAGE FILM,True
2014,Adruitha Lee and Robin Mathews,MAKEUP AND HAIRSTYLING,True
2014,Steven Price,MUSIC (Original Score),True
2014,Music and Lyric by Kristen Anderson-Lopez and Robert Lopez,MUSIC (Original Song),True
2014,Brad Pitt,BEST PICTURE,True
2014,Dede Gardner,BEST PICTURE,True
2014,Jeremy Kleiner,BEST PICTURE,True
2014,Steve McQueen and Anthony Katagas,BEST PICTURE,True
2014,Production Design: Catherine Martin,PRODUCTION DESIGN,True
2014,Set Decoration: Beverley Dunn,PRODUCTION DESIGN,True
2014,Laurent Witz and Alexandre Espigares,SHORT FILM (Animated),True
2014,Anders Walter and Kim Magnusson,SHORT FILM (Live Action),True
2014,Glenn Freemantle,SOUND EDITING,True
2014,Skip Lievsay,SOUND MIXING,True
2014,Niv Adiri,SOUND MIXING,True
2014,Christopher Benstead and Chris Munro,SOUND MIXING,True
2014,Tim Webber,VISUAL EFFECTS,True
2014,Chris Lawrence,VISUAL EFFECTS,True
2014,David Shirk and Neil Corbould,VISUAL EFFECTS,True
2014,Screenplay by John Ridley,WRITING (Adapted Screenplay),True
2014,Written by Spike Jonze,WRITING (Original Screenplay),True
2014,Angelina Jolie,JEAN HERSHOLT HUMANITARIAN AWARD,True
2014,Angela Lansbury,HONORARY AWARD,True
2014,Steve Martin in recognition of his extraordinary talents and the unique inspiration he has brought to the art of motion pictures.,HONORARY AWARD,True
2014,Piero si,HONORARY AWARD,True
2015,Eddie Redmayne,ACTOR IN A LEADING ROLE,True
2015,J.K. Simmons,ACTOR IN A SUPPORTING ROLE,True
2015,Julianne Moore,ACTRESS IN A LEADING ROLE,True
2015,Patricia Arquette,ACTRESS IN A SUPPORTING ROLE,True
2015,Don Hall,ANIMATED FEATURE FILM,True
2015,Chris Williams and Roy Conli,ANIMATED FEATURE FILM,True
2015,Emmanuel Lubezki,CINEMATOGRAPHY,True
2015,Milena Canonero,COSTUME DESIGN,True
2015,Alejandro G. Iñárritu,DIRECTING,True
2015,Laura Poitras,DOCUMENTARY (Feature),True
2015,Mathilde Bonnefoy and Dirk Wilutzky,DOCUMENTARY (Feature),True
2015,Ellen Goosenberg Kent and Dana Perry,DOCUMENTARY (Short Subject),True
2015,Tom Cross,FILM EDITING,True
2015,Poland,FOREIGN LANGUAGE FILM,True
2015,Frances Hannon and Mark Coulier,MAKEUP AND HAIRSTYLING,True
2015,Alexandre Desplat,MUSIC (Original Score),True
2015,Music and Lyric by John Stephens and Lonnie Lynn,MUSIC (Original Song),True
2015,Alejandro G. Iñárritu,BEST PICTURE,True
2015,John Lesher and James W. Skotchdopole,BEST PICTURE,True
2015,Production Design: Adam Stockhausen,PRODUCTION DESIGN,True
2015,Set Decoration: Anna Pinnock,PRODUCTION DESIGN,True
2015,Patrick Osborne and Kristina Reed,SHORT FILM (Animated),True
2015,Mat Kirkby and James Lucas,SHORT FILM (Live Action),True
2015,Alan Robert Murray and Bub Asman,SOUND EDITING,True
2015,Craig Mann,SOUND MIXING,True
2015,Ben Wilkins and Thomas Curley,SOUND MIXING,True
2015,Paul Franklin,VISUAL EFFECTS,True
2015,Andrew Lockley,VISUAL EFFECTS,True
2015,Ian Hunter and Scott Fisher,VISUAL EFFECTS,True
2015,Written by Graham Moore,WRITING (Adapted Screenplay),True
2015,Written by Alejandro G. Iñárritu,WRITING (Original Screenplay),True
2015,Nicolás Giacobone,WRITING (Original Screenplay),True
2015,Alexander Dinelaris,WRITING (Original Screenplay),True
2015,Jr. & Armando Bo,WRITING (Original Screenplay),True
2015,Harry Belafonte,JEAN HERSHOLT HUMANITARIAN AWARD,True
2015,Jean-Claude Carrière,HONORARY AWARD,True
2015,Hayao Miyazaki,HONORARY AWARD,True
2015,Maureen O'Hara,HONORARY AWARD,True
2016,Leonardo DiCaprio,ACTOR IN A LEADING ROLE,True
2016,Mark Rylance,ACTOR IN A SUPPORTING ROLE,True
2016,Brie Larson,ACTRESS IN A LEADING ROLE,True
2016,Alicia Vikander,ACTRESS IN A SUPPORTING ROLE,True
2016,Pete Docter and Jonas Rivera,ANIMATED FEATURE FILM,True
2016,Emmanuel Lubezki,CINEMATOGRAPHY,True
2016,Jenny Beavan,COSTUME DESIGN,True
2016,Alejandro G. Iñárritu,DIRECTING,True
2016,Asif Kapadia and James Gay-Rees,DOCUMENTARY (Feature),True
2016,Sharmeen Obaid-Chinoy,DOCUMENTARY (Short Subject),True
2016,Margaret Sixel,FILM EDITING,True
2016,Hungary,FOREIGN LANGUAGE FILM,True
2016,Lesley Vanderwalt,MAKEUP AND HAIRSTYLING,True
2016,Elka Wardega and Damian Martin,MAKEUP AND HAIRSTYLING,True
2016,Ennio Morricone,MUSIC (Original Score),True
2016,Music and Lyric by Jimmy Napes and Sam Smith,MUSIC (Original Song),True
2016,Michael Sugar,BEST PICTURE,True
2016,Nicole Rocklin and Blye Pagon Faust,BEST PICTURE,True
2016,Production Design: Colin Gibson,PRODUCTION DESIGN,True
2016,Set Decoration: Lisa Thompson,PRODUCTION DESIGN,True
2016,Gabriel Osorio and Pato Escala,SHORT FILM (Animated),True
2016,Benjamin Cleary and Serena Armitage,SHORT FILM (Live Action),True
2016,Mark Mangini and David White,SOUND EDITING,True
2016,Chris Jenkins,SOUND MIXING,True
2016,Gregg Rudloff and Ben Osmo,SOUND MIXING,True
2016,Andrew Whitehurst,VISUAL EFFECTS,True
2016,Paul Norris,VISUAL EFFECTS,True
2016,Mark Ardington and Sara Bennett,VISUAL EFFECTS,True
2016,Screenplay by Charles Randolph and Adam McKay,WRITING (Adapted Screenplay),True
2016,Written by Josh Singer & Tom McCarthy,WRITING (Original Screenplay),True
2016,Debbie Reynolds,JEAN HERSHOLT HUMANITARIAN AWARD,True
2016,Spike Lee,HONORARY AWARD,True
2016,Gena Rowlands,HONORARY AWARD,True
2017,Casey Affleck,ACTOR IN A LEADING ROLE,True
2017,Mahershala Ali,ACTOR IN A SUPPORTING ROLE,True
2017,Emma Stone,ACTRESS IN A LEADING ROLE,True
2017,Viola Davis,ACTRESS IN A SUPPORTING ROLE,True
2017,Byron Howard,ANIMATED FEATURE FILM,True
2017,Rich Moore and Clark Spencer,ANIMATED FEATURE FILM,True
2017,Linus Sandgren,CINEMATOGRAPHY,True
2017,Colleen Atwood,COSTUME DESIGN,True
2017,Damien Chazelle,DIRECTING,True
2017,Ezra Edelman and Caroline Waterlow,DOCUMENTARY (Feature),True
2017,Orlando von Einsiedel and Joanna Natasegara,DOCUMENTARY (Short Subject),True
2017,John Gilbert,FILM EDITING,True
2017,Iran,FOREIGN LANGUAGE FILM,True
2017,Alessandro Bertolazzi,MAKEUP AND HAIRSTYLING,True
2017,Giorgio Gregorini and Christopher Nelson,MAKEUP AND HAIRSTYLING,True
2017,Justin Hurwitz,MUSIC (Original Score),True
2017,Adele Romanski,BEST PICTURE,True
2017,Dede Gardner and Jeremy Kleiner,BEST PICTURE,True
2017,Production Design: David Wasco,PRODUCTION DESIGN,True
2017,Set Decoration: Sandy Reynolds-Wasco,PRODUCTION DESIGN,True
2017,Alan Barillaro and Marc Sondheimer,SHORT FILM (Animated),True
2017,Kristof Deák and Anna Udvardy,SHORT FILM (Live Action),True
2017,Sylvain Bellemare,SOUND EDITING,True
2017,Kevin O'Connell,SOUND MIXING,True
2017,Andy Wright,SOUND MIXING,True
2017,Robert Mackenzie and Peter Grace,SOUND MIXING,True
2017,Robert Legato,VISUAL EFFECTS,True
2017,Adam Valdez,VISUAL EFFECTS,True
2017,Andrew R. Jones and Dan Lemmon,VISUAL EFFECTS,True
2017,Screenplay by Barry Jenkins,WRITING (Adapted Screenplay),True
2017,Story by Tarell Alvin McCraney,WRITING (Adapted Screenplay),True
2017,Written by Kenneth Lonergan,WRITING (Original Screenplay),True
2017,Jackie Chan,HONORARY AWARD,True
2017,Anne V. Coates,HONORARY AWARD,True
2017,Lynn Stalmaster,HONORARY AWARD,True
2017,Frederick Wiseman,HONORARY AWARD,True
2018,Gary Oldman,ACTOR IN A LEADING ROLE,True
2018,Sam Rockwell,ACTOR IN A SUPPORTING ROLE,True
2018,Frances McDormand,ACTRESS IN A LEADING ROLE,True
2018,Allison Janney,ACTRESS IN A SUPPORTING ROLE,True
2018,Lee Unkrich and Darla K. Anderson,ANIMATED FEATURE FILM,True
2018,Roger A. Deakins,CINEMATOGRAPHY,True
2018,Mark Bridges,COSTUME DESIGN,True
2018,Guillermo del Toro,DIRECTING,True
2018,Bryan Fogel and Dan Cogan,DOCUMENTARY (Feature),True
2018,Frank Stiefel,DOCUMENTARY (Short Subject),True
2018,Lee Smith,FILM EDITING,True
2018,Chile,FOREIGN LANGUAGE FILM,True
2018,Kazuhiro Tsuji,MAKEUP AND HAIRSTYLING,True
2018,David Malinowski and Lucy Sibbick,MAKEUP AND HAIRSTYLING,True
2018,Alexandre Desplat,MUSIC (Original Score),True
2018,Music and Lyric by Kristen Anderson-Lopez and Robert Lopez,MUSIC (Original Song),True
2018,Guillermo del Toro and J. Miles Dale,BEST PICTURE,True
2018,Production Design: Paul Denham Austerberry,PRODUCTION DESIGN,True
2018,Set Decoration: Shane Vieau and Jeffrey A. Melvin,PRODUCTION DESIGN,True
2018,Glen Keane and Kobe Bryant,SHORT FILM (Animated),True
2018,Chris Overton and Rachel Shenton,SHORT FILM (Live Action),True
2018,Richard King and Alex Gibson,SOUND EDITING,True
2018,Gregg Landaker,SOUND MIXING,True
2018,Gary A. Rizzo and Mark Weingarten,SOUND MIXING,True
2018,John Nelson,VISUAL EFFECTS,True
2018,Gerd Nefzer,VISUAL EFFECTS,True
2018,Paul Lambert and Richard R. Hoover,VISUAL EFFECTS,True
2018,Screenplay by James Ivory,WRITING (Adapted Screenplay),True
2018,Written by Jordan Peele,WRITING (Original Screenplay),True
2018,Alejandro G. Iñárritu's CARNE y ARENA virtual reality installation,SPECIAL AWARD,True
2018,Charles Burnett,HONORARY AWARD,True
2018,Owen Roizman,HONORARY AWARD,True
2018,Donald Sutherland for a lifetime of indelible characters,HONORARY AWARD,True
2018,Agnès Varda,HONORARY AWARD,True
2019,Rami Malek,ACTOR IN A LEADING ROLE,True
2019,Mahershala Ali,ACTOR IN A SUPPORTING ROLE,True
2019,Olivia Colman,ACTRESS IN A LEADING ROLE,True
2019,Regina King,ACTRESS IN A SUPPORTING ROLE,True
2019,Bob Persichetti,ANIMATED FEATURE FILM,True
2019,Peter Ramsey,ANIMATED FEATURE FILM,True
2019,Rodney Rothman,ANIMATED FEATURE FILM,True
2019,Phil Lord and Christopher Miller,ANIMATED FEATURE FILM,True
2019,Alfonso Cuarón,CINEMATOGRAPHY,True
2019,Ruth Carter,COSTUME DESIGN,True
2019,Alfonso Cuarón,DIRECTING,True
2019,Elizabeth Chai Vasarhelyi,DOCUMENTARY (Feature),True
2019,Jimmy Chin,DOCUMENTARY (Feature),True
2019,Evan Hayes and Shannon Dill,DOCUMENTARY (Feature),True
2019,Rayka Zehtabchi and Melissa Berton,DOCUMENTARY (Short Subject),True
2019,John Ottman,FILM EDITING,True
2019,Mexico,FOREIGN LANGUAGE FILM,True
2019,Greg Cannom,MAKEUP AND HAIRSTYLING,True
2019,Kate Biscoe and Patricia Dehaney,MAKEUP AND HAIRSTYLING,True
2019,Ludwig Goransson,MUSIC (Original Score),True
2019,Music and Lyric by Lady Gaga,MUSIC (Original Song),True
2019,Mark Ronson,MUSIC (Original Song),True
2019,Anthony Rossomando and Andrew Wyatt,MUSIC (Original Song),True
2019,Jim Burke,BEST PICTURE,True
2019,Charles B. Wessler,BEST PICTURE,True
2019,Brian Currie,BEST PICTURE,True
2019,Peter Farrelly and Nick Vallelonga,BEST PICTURE,True
2019,Production Design: Hannah Beachler,PRODUCTION DESIGN,True
2019,Set Decoration: Jay Hart,PRODUCTION DESIGN,True
2019,Domee Shi and Becky Neiman-Cobb,SHORT FILM (Animated),True
2019,Guy Nattiv and Jaime Ray Newman,SHORT FILM (Live Action),True
2019,John Warhurst and Nina Hartstone,SOUND EDITING,True
2019,Paul Massey,SOUND MIXING,True
2019,Tim Cavagin and John Casali,SOUND MIXING,True
2019,Paul Lambert,VISUAL EFFECTS,True
2019,Ian Hunter,VISUAL EFFECTS,True
2019,Tristan Myles and J.D. Schwalm,VISUAL EFFECTS,True
2019,Written by Charlie Wachtel & David Rabinowitz and Kevin Willmott & Spike Lee,WRITING (Adapted Screenplay),True
2019,Written by Nick Vallelonga,WRITING (Original Screenplay),True
2019,Brian Currie,WRITING (Original Screenplay),True
2019,Peter Farrelly,WRITING (Original Screenplay),True
2019,Marvin Levy,HONORARY AWARD,True
2019,Lalo Schifrin,HONORARY AWARD,True
2019,Cicely Tyson,HONORARY AWARD,True
2019,Kathleen Kennedy and Frank Marshall,IRVING G. THALBERG MEMORIAL AWARD,True
2020,Joaquin Phoenix,ACTOR IN A LEADING ROLE,True
2020,Brad Pitt,ACTOR IN A SUPPORTING ROLE,True
2020,Renée Zellweger,ACTRESS IN A LEADING ROLE,True
2020,Laura Dern,ACTRESS IN A SUPPORTING ROLE,True
2020,Josh Cooley,ANIMATED FEATURE FILM,True
2020,Mark Nielsen and Jonas Rivera,ANIMATED FEATURE FILM,True
2020,Roger Deakins,CINEMATOGRAPHY,True
2020,Jacqueline Durran,COSTUME DESIGN,True
2020,Bong Joon Ho,DIRECTING,True
2020,Steven Bognar,DOCUMENTARY (Feature),True
2020,Julia Reichert and Jeff Reichert,DOCUMENTARY (Feature),True
2020,Carol Dysinger and Elena Andreicheva,DOCUMENTARY (Short Subject),True
2020,Michael McCusker and Andrew Buckland,FILM EDITING,True
2020,South Korea,INTERNATIONAL FEATURE FILM,True
2020,Kazu Hiro,MAKEUP AND HAIRSTYLING,True
2020,Anne Morgan and Vivian Baker,MAKEUP AND HAIRSTYLING,True
2020,Hildur Guðnadóttir,MUSIC (Original Score),True
2020,Music by Elton John,MUSIC (Original Song),True
2020,Lyric by Bernie Taupin,MUSIC (Original Song),True
2020,Kwak Sin Ae and Bong Joon Ho,BEST PICTURE,True
2020,Production Design: Barbara Ling,PRODUCTION DESIGN,True
2020,Set Decoration: Nancy Haigh,PRODUCTION DESIGN,True
2020,Matthew A. Cherry and Karen Rupert Toliver,SHORT FILM (Animated),True
2020,Marshall Curry,SHORT FILM (Live Action),True
2020,Donald Sylvester,SOUND EDITING,True
2020,Mark Taylor and Stuart Wilson,SOUND MIXING,True
2020,Guillaume Rocheron,VISUAL EFFECTS,True
2020,Greg Butler and Dominic Tuohy,VISUAL EFFECTS,True
2020,Screenplay by Taika Waititi,WRITING (Adapted Screenplay),True
2020,Screenplay by Bong Joon Ho,WRITING (Original Screenplay),True
2020,Han Jin Won,WRITING (Original Screenplay),True
2020,Story by Bong Joon Ho,WRITING (Original Screenplay),True
2020,Geena Davis,JEAN HERSHOLT HUMANITARIAN AWARD,True
2020,David Lynch,HONORARY AWARD,True
2020,Wes Studi,HONORARY AWARD,True
2020,Lina Wertmüller,HONORARY AWARD,True
2021,Anthony Hopkins,ACTOR IN A LEADING ROLE,True
2021,Daniel Kaluuya,ACTOR IN A SUPPORTING ROLE,True
2021,Frances McDormand,ACTRESS IN A LEADING ROLE,True
2021,Yuh-Jung Youn,ACTRESS IN A SUPPORTING ROLE,True
2021,Pete Docter and Dana Murray,ANIMATED FEATURE FILM,True
2021,Erik Messerschmidt,CINEMATOGRAPHY,True
2021,Ann Roth,COSTUME DESIGN,True
2021,Chloé Zhao,DIRECTING,True
2021,Pippa Ehrlich,DOCUMENTARY (Feature),True
2021,James Reed and Craig Foster,DOCUMENTARY (Feature),True
2021,Anthony Giacchino and Alice Doyard,DOCUMENTARY (Short Subject),True
2021,Mikkel E. G. Nielsen,FILM EDITING,True
2021,Denmark,INTERNATIONAL FEATURE FILM,True
2021,Sergio Lopez-Rivera,MAKEUP AND HAIRSTYLING,True
2021,Mia Neal and Jamika Wilson,MAKEUP AND HAIRSTYLING,True
2021,Trent Reznor,MUSIC (Original Score),True
2021,Atticus Ross and Jon Batiste,MUSIC (Original Score),True
2021,Music by H.E.R. and Dernst Emile II,MUSIC (Original Song),True
2021,Lyric by H.E.R. and Tiara Thomas,MUSIC (Original Song),True
2021,Frances McDormand,BEST PICTURE,True
2021,Peter Spears,BEST PICTURE,True
2021,Mollye Asher,BEST PICTURE,True
2021,Dan Janvey and Chloé Zhao,BEST PICTURE,True
2021,Production Design: Donald Graham Burt,PRODUCTION DESIGN,True
2021,Set Decoration: Jan Pascale,PRODUCTION DESIGN,True
2021,Will McCormack and Michael Govier,SHORT FILM (Animated),True
2021,Travon Free and Martin Desmond Roe,SHORT FILM (Live Action),True
2021,Nicolas Becker,SOUND,True
2021,Jaime Baksht,SOUND,True
2021,Michellee Couttolenc,SOUND,True
2021,Carlos Cortés and Phillip Bladh,SOUND,True
2021,Andrew Jackson,VISUAL EFFECTS,True
2021,David Lee,VISUAL EFFECTS,True
2021,Andrew Lockley and Scott Fisher,VISUAL EFFECTS,True
2021,Screenplay by Christopher Hampton and Florian Zeller,WRITING (Adapted Screenplay),True
2021,Written by Emerald Fennell,WRITING (Original Screenplay),True
2022,Will Smith,ACTOR IN A LEADING ROLE,True
2022,Troy Kotsur,ACTOR IN A SUPPORTING ROLE,True
2022,Jessica Chastain,ACTRESS IN A LEADING ROLE,True
2022,Ariana DeBose,ACTRESS IN A SUPPORTING ROLE,True
2022,Jared Bush,ANIMATED FEATURE FILM,True
2022,Byron Howard,ANIMATED FEATURE FILM,True
2022,Yvett Merino and Clark Spencer,ANIMATED FEATURE FILM,True
2022,Greig Fraser,CINEMATOGRAPHY,True
2022,Jenny Beavan,COSTUME DESIGN,True
2022,Jane Campion,DIRECTING,True
2022,"Ahmir ""Questlove"" Thompson",DOCUMENTARY (Feature),True
2022,Joseph Patel,DOCUMENTARY (Feature),True
2022,Robert Fyvolent and David Dinerstein,DOCUMENTARY (Feature),True
2022,Ben Proudfoot,DOCUMENTARY (Short Subject),True
2022,Joe Walker,FILM EDITING,True
2022,Japan,INTERNATIONAL FEATURE FILM,True
2022,Linda Dowds,MAKEUP AND HAIRSTYLING,True
2022,Stephanie Ingram and Justin Raleigh,MAKEUP AND HAIRSTYLING,True
2022,Hans Zimmer,MUSIC (Original Score),True
2022,Music and Lyric by Billie Eilish and Finneas O'Connell,MUSIC (Original Song),True
2022,Philippe Rousselet,BEST PICTURE,True
2022,Fabrice Gianfermi and Patrick Wachsberger,BEST PICTURE,True
2022,Production Design: Patrice Vermette,PRODUCTION DESIGN,True
2022,Set Decoration: Zsuzsanna Sipos,PRODUCTION DESIGN,True
2022,Alberto Mielgo and Leo Sanchez,SHORT FILM (Animated),True
2022,Aneil Karia and Riz Ahmed,SHORT FILM (Live Action),True
2022,Mac Ruth,SOUND,True
2022,Mark Mangini,SOUND,True
2022,Theo Green,SOUND,True
2022,Doug Hemphill and Ron Bartlett,SOUND,True
2022,Paul Lambert,VISUAL EFFECTS,True
2022,Tristan Myles,VISUAL EFFECTS,True
2022,Brian Connor and Gerd Nefzer,VISUAL EFFECTS,True
2022,Screenplay by Siân Heder,WRITING (Adapted Screenplay),True
2022,Written by Kenneth Branagh,WRITING (Original Screenplay),True
2022,To Samuel L. Jackson,HONORARY AWARD,True
2022,whose dynamic performances resonate across genres and generations of audiences worldwide.,HONORARY AWARD,True
2022,To Elaine May,HONORARY AWARD,True
2022,writer,HONORARY AWARD,True
2022,director,HONORARY AWARD,True
2022,performer,HONORARY AWARD,True
2022,pioneer whose bracing comedic spark illuminates us all.,HONORARY AWARD,True
2022,To Liv Ullmann,HONORARY AWARD,True
2022,for her deeply affecting screen portrayals and lifelong commitment to exploring the human condition.,HONORARY AWARD,True
2023,Brendan Fraser,ACTOR IN A LEADING ROLE,True
2023,Ke Huy Quan,ACTOR IN A SUPPORTING ROLE,True
2023,Michelle Yeoh,ACTRESS IN A LEADING ROLE,True
2023,Jamie Lee Curtis,ACTRESS IN A SUPPORTING ROLE,True
2023,Guillermo del Toro,ANIMATED FEATURE FILM,True
2023,Mark Gustafson,ANIMATED FEATURE FILM,True
2023,Gary Ungar and Alex Bulkley,ANIMATED FEATURE FILM,True
2023,James Friend,CINEMATOGRAPHY,True
2023,Ruth Carter,COSTUME DESIGN,True
2023,Daniel Kwan and Daniel Scheinert,DIRECTING,True
2023,Daniel Roher,DOCUMENTARY FEATURE FILM,True
2023,Odessa Rae,DOCUMENTARY FEATURE FILM,True
2023,Diane Becker,DOCUMENTARY FEATURE FILM,True
2023,Melanie Miller and Shane Boris,DOCUMENTARY FEATURE FILM,True
2023,Kartiki Gonsalves and Guneet Monga,DOCUMENTARY SHORT FILM,True
2023,Paul Rogers,FILM EDITING,True
2023,Germany,INTERNATIONAL FEATURE FILM,True
2023,Adrien Morot,MAKEUP AND HAIRSTYLING,True
2023,Judy Chin and Annemarie Bradley,MAKEUP AND HAIRSTYLING,True
2023,Volker Bertelmann,MUSIC (Original Score),True
2023,Music by M.M. Keeravaani,MUSIC (Original Song),True
2023,Lyric by Chandrabose,MUSIC (Original Song),True
2023,Daniel Kwan,BEST PICTURE,True
2023,Daniel Scheinert and Jonathan Wang,BEST PICTURE,True
2023,Production Design: Christian M. Goldbeck,PRODUCTION DESIGN,True
2023,Set Decoration: Ernestine Hipper,PRODUCTION DESIGN,True
2023,Charlie Mackesy and Matthew Freud,SHORT FILM (Animated),True
2023,Tom Berkeley and Ross White,SHORT FILM (Live Action),True
2023,Mark Weingarten,SOUND,True
2023,James H. Mather,SOUND,True
2023,Al Nelson,SOUND,True
2023,Chris Burdon and Mark Taylor,SOUND,True
2023,Joe Letteri,VISUAL EFFECTS,True
2023,Richard Baneham,VISUAL EFFECTS,True
2023,Eric Saindon and Daniel Barrett,VISUAL EFFECTS,True
2023,Screenplay by Sarah Polley,WRITING (Adapted Screenplay),True
2023,Written by Daniel Kwan & Daniel Scheinert,WRITING (Original Screenplay),True
2023,To Euzhan Palcy,HONORARY AWARD,True
2023,a masterful filmmaker who broke ground for Black women directors and inspired storytellers of all kinds across the globe.,HONORARY AWARD,True
2023,To Diane Warren,HONORARY AWARD,True
2023,for her genius,HONORARY AWARD,True
2023,generosity and passionate commitment to the power of song in film.,HONORARY AWARD,True
2023,To Peter Weir,HONORARY AWARD,True
2023,a fearless and consummate filmmaker who has illuminated the human experience with his unique and expansive body of work.,HONORARY AWARD,True
2023,Iain Neil,GORDON E. SAWYER AWARD,True
2023,To Ryan Laney for his innovative adaptation and deployment of AI-driven facial veiling technology used to protect the identities while preserving the visual relatability of subjects in documentary filmmaking as exemplified in Welcome to Chechnya (2020).,AWARD OF COMMENDATION,True
