movie_name,budget,revenue
Mr. Dodd Takes the Air,,
Shall We Dance,25100000,
Artists and Models,,
Educated Fish,,
The Little Match Girl,,
The Old Mill,,
The Man without a Country,,
Penny Wisdom,,
Popular Science J-7-1,,
A Night at the Movies,,
The Private Life of the Gannets,,
Romance of Radium,,
Deep South,,
Should Wives Work?,25100000,
Torture Money,,
The Girl Said No,,
Hitting a New High,25100000,
Wells Fargo,,
Black Legion,,
Algiers,806735,
The Citadel,,
Pygmalion,,
Boys Town,25100000,
Kentucky,,
Four Daughters,,
Marie Antoinette,,
If I Were King,25100000,
White Banners,25100000,
Jezebel,,
Three Comrades,,
Of Human Hearts,,
Merrily We Live,,
The Great Waltz,25100000,
The Adventures of Tom Sawyer,,
Alexander's Ragtime Band,,
Carefree,,
The Goldwyn Follies,25100000,
Holiday,,
Mad about Music,,
Army Girl,,
The Buccaneer,,
Suez,,
Vivacious Lady,,
The Young in Heart,,
Test Pilot,,
Block-Heads,,
Blockade,,
Breaking the Ice,,
The Cowboy and the Lady,25100000,
Pacific Liner,,
Girls' School,,
Storm over Bengal,,
Sweethearts,25100000,
There Goes My Heart,,
Tropic Holiday,,
Mannequin,,
Under Western Stars,25100000,
Going Places,,
The Lady Objects,,
That Certain Age,,
The Big Broadcast of 1938,,
Grand Illusion,,
Brave Little Tailor,185000000,
Good Scouts,,
Hunky and Spunky,,
Mother Goose Goes Hollywood,,
The Great Heart,,
That Mothers Might Live,,
Timber Toppers,,
Declaration of Independence,,
Swingtime in the Movies,,
They're Always Caught,25100000,
"Goodbye, Mr. Chips",,
Babes in Arms,,
Juarez,,
Beau Geste,,
Dark Victory,,
Love Affair,,
Ninotchka,,
Drums along the Mohawk,,
Captain Fury,,
First Love,,
Man of Conquest,,
The Private Lives of Elizabeth and Essex,,
The Rains Came,,
The Great Victor Herbert,,
Gunga Din,1915000,
Intermezzo,,
Lady of the Tropics,,
Of Mice and Men,,
Only Angels Have Wings,25100000,
Four Feathers,,
The Mikado,,
Eternally Yours,,
Golden Boy,,
Gulliver's Travels,,
The Man in the Iron Mask,,
Nurse Edith Cavell,,
The Hunchback of Notre Dame,,
She Married a Cop,,
Swanee River,25100000,
They Shall Have Music,,
Way Down South,,
Second Fiddle,,
Detouring America,,
Peace on Earth,,
The Pointer,,
The Ugly Duckling,,
Busy Little Bears,,
Information Please,,
Prophet without Honor,25100000,
Sword Fishing,25100000,
Drunk Driving,,
Five Times Five,,
Sons of Liberty,,
Balalaika,,
When Tomorrow Comes,,
Topper Takes a Trip,,
Union Pacific,,
Bachelor Mother,,
Young Mr. Lincoln,,
Abe Lincoln in Illinois,,
Foreign Correspondent,,
The Westerner,25100000,
They Knew What They Wanted,,
The Letter,,
Kitty Foyle,,
Our Town,25100000,
"All This, and Heaven Too",,
Primrose Path,,
"Arise, My Love",,
Arizona,,
The Boys from Syracuse,,
The Dark Command,,
Lillian Russell,,
My Favorite Wife,,
"My Son, My Son!",,
Pride and Prejudice,,
The Sea Hawk,25100000,
Bitter Sweet,25100000,
Down Argentine Way,25100000,
North West Mounted Police,,
Boom Town,,
The Long Voyage Home,,
Spring Parade,,
Waterloo Bridge,25100000,
The Blue Bird,,
Northwest Passage,25100000,
The Fight for Life,,
The House of the Seven Gables,,
The Howards of Virginia,,
The Mark of Zorro,,
One Million B.C.,,
Hit Parade of 1941,,
Irene,,
Second Chorus,,
Strike Up the Band,175000000,
Tin Pan Alley,,
You'll Find Out,,
Music in My Heart,,
Rhythm on the River,,
The Milky Way,,
Puss Gets the Boot,,
A Wild Hare,,
London Can Take It,,
More about Nostradamus,,
Quicker 'N a Wink,25100000,
Siege,,
Eyes of the Navy,,
Service with the Colors,,
"Teddy, the Rough Rider",,
Behind the News,25100000,
Captain Caution,,
Too Many Husbands,,
Dr. Cyclops,,
The Invisible Man Returns,,
Swiss Family Robinson,,
Typhoon,,
Women in War,,
Angels over Broadway,25100000,
Dr. Ehrlich's Magic Bullet,,
The Great McGinty,,
Comrade X,,
"Edison, the Man",,
Sergeant York,,
Penny Serenade,,
All That Money Can Buy,,
Here Comes Mr. Jordan,,
The Devil and Miss Jones,,
How Green Was My Valley,,
The Little Foxes,,
Hold Back the Dawn,25100000,
Blossoms in the Dust,,
Ball of Fire,,
The Great Lie,,
The Flame of New Orleans,,
Ladies in Retirement,,
Sis Hopkins,,
The Son of Monte Cristo,,
Sundown,25100000,
That Hamilton Woman,,
When Ladies Meet,,
Blood and Sand,,
Louisiana Purchase,,
The Chocolate Soldier,,
Dr. Jekyll and Mr. Hyde,,
Sun Valley Serenade,,
Aloma of the South Seas,,
Billy the Kid,,
Dive Bomber,,
Adventure in the Bronx,,
Bomber,,
Christmas under Fire,,
Churchill's Island,,
Letter from Home,,
Life of a Thoroughbred,58000000,
Norway in Revolt,25100000,
A Place to Live,,
Russian Soil,,
Soldiers of the Sky,,
War Clouds in the Pacific,,
Back Street,,
Cheers for Miss Bishop,,
King of the Zombies,,
Lydia,,
Mercy Island,,
So Ends Our Night,,
Tanks a Million,,
That Uncertain Feeling,,
This Woman Is Mine,,
All-American Co-Ed,,
Birth of the Blues,,
Buck Privates,,
Ice-Capades,,
The Strawberry Blonde,25100000,
Sunny,,
You'll Never Get Rich,,
Ridin' on a Rainbow,25100000,
Blues in the Night,,
Las Vegas Nights,,
Lady Be Good,,
One Foot in Heaven,,
Boogie Woogie Bugle Boy of Company B,,
Hiawatha's Rabbit Hunt,25100000,
How War Came,,
Lend a Paw,25100000,
The Night before Christmas,,
Rhapsody in Rivets,,
Rhythm in the Ranks,,
The Rookie Bear,30000000,
Superman,,
Truant Officer Donald,,
Army Champions,,
Beauty and the Beach,,
Down on the Farm,,
Forty Boys and a Song,,
Kings of the Turf,,
Of Pups and Puzzles,175000000,
Sagebrush and Silver,,
Alive in the Deep,,
Forbidden Passage,,
The Gay Parisian,,
Main Street on the March!,,
The Tanks Are Coming,,
Appointment for Love,,
The Devil Pays Off,,
The Men in Her Life,,
Skylark,,
Topper Returns,,
Flight Command,,
I Wanted Wings,,
The Invisible Woman,,
The Sea Wolf,25100000,
A Yank in the R.A.F.,,
"Tall, Dark and Handsome",,
"Tom, Dick and Harry",,
The Lady Eve,660000,
Meet John Doe,,
Night Train,,
Yankee Doodle Dandy,,
Random Harvest,,
The Pride of the Yankees,,
Mrs. Miniver,,
The Pied Piper,,
Wake Island,25100000,
Johnny Eager,,
Tortilla Flat,,
"Now, Voyager",25100000,
Woman of the Year,,
My Sister Eileen,,
George Washington Slept Here,25100000,
The Shanghai Gesture,1000000,
Silver Queen,,
The Spoilers,,
"Take a Letter, Darling",,
The Talk of the Town,25100000,
This above All,,
Arabian Nights,,
Captains of the Clouds,,
Jungle Book,,
My Gal Sal,,
Kings Row,25100000,
Moontide,,
Ten Gentlemen from West Point,,
The Black Swan,25100000,
To the Shores of Tripoli,,
"Africa, Prelude to Victory",,
The Battle of Midway,,
Combat Report,,
Conquer by the Clock,,
The Grain That Built a Hemisphere,,
"Henry Browne, Farmer",,
High over the Borders,,
High Stakes in the East,,
Inside Fighting China,,
It's Everybody's War,,
Kokoda Front Line!,,
Listen to Britain,,
Little Belgium,,
Little Isles of Freedom,,
Mr. Blabbermouth!,,
Mr. Gardenia Jones,,
Moscow Strikes Back,,
The New Spirit,25100000,
Prelude to War,,
The Price of Victory,,
A Ship Is Born,,
Twenty-One Miles,,
We Refuse to Die,25100000,
White Eagle,25100000,
Winning Your Wings,25100000,
The Corsican Brothers,,
Flying Tigers,,
The Gold Rush,923000,
I Married a Witch,,
Joan of Paris,,
Klondike Fury,,
Flying with Music,,
For Me and My Gal,,
Holiday Inn,,
It Started with Eve,25100000,
Johnny Doughboy,,
You Were Never Lovelier,25100000,
Always in My Heart,,
Babes on Broadway,25100000,
Youth on Parade,,
Orchestra Wives,25100000,
Hellzapoppin',,
The Mayor of 44th Street,,
The Invaders,,
All Out for 'V',,
Blitz Wolf,,
Der Fuehrer's Face,,
Juke Box Jamboree,,
Pigs in a Polka,,
Tulips Shall Grow,25100000,
Desert Wonderland,25100000,
Marines in the Making,,
Speaking of Animals and Their Families,,
United States Marine Band,,
Beyond the Line of Duty,,
Don't Talk,,
Private Smith of the U.S.A.,,
Friendly Enemies,,
Once upon a Honeymoon,,
Road to Morocco,,
Desperate Journey,,
Invisible Agent,,
The Navy Comes Through,,
One of Our Aircraft Is Missing,,
The War against Mrs. Hadley,,
Casablanca,,
Watch on the Rhine,25100000,
Madame Curie,,
The Human Comedy,,
The Song of Bernadette,,
The More the Merrier,,
Sahara,,
The Constant Nymph,,
So Proudly We Hail!,25100000,
Five Graves to Cairo,,
Flight for Freedom,,
Mission to Moscow,,
The North Star,,
The Gang's All Here,23000000,
Phantom of the Opera,,
This Is the Army,,
Thousands Cheer,,
Air Force,,
Corvette K-225,,
Heaven Can Wait,25100000,
"Hello, Frisco, Hello",,
Lassie Come Home,,
Baptism of Fire,,
The Battle of Russia,,
Desert Victory,,
For God and Country,,
Report from the Aleutians,,
Silent Village,,
War Department Report,,
"We've Come a Long, Long Way",,
Bismarck Convoy Smashed,,
Children of Mars,,
Day of Battle,,
December 7th,,
The Dutch Tradition,,
Kill or Be Killed,,
The Labor Front,,
Land of My Mother,,
Letter from Livingston,,
Life Line,,
Plan for Destruction,,
The Rear Gunner,,
Servant of a Nation,,
Swedes in America,,
Task Force,,
To the People of the United States,,
Tomorrow We Fly,,
The Voice That Thrilled the World,25100000,
Water--Friend or Enemy,,
Wings Up,175000000,
Youth in Crisis,,
The Amazing Mrs. Holliday,,
Commandos Strike at Dawn,,
The Fallen Sparrow,,
Hangmen Also Die,,
Hi Diddle Diddle,,
In Old Oklahoma,,
Johnny Come Lately,,
The Kansan,,
Lady of Burlesque,,
The Moon and Sixpence,,
Victory through Air Power,25100000,
Coney Island,,
Hit Parade of 1943,,
Saludos Amigos,,
The Sky's the Limit,,
Something to Shout About,,
Stage Door Canteen,,
Star Spangled Rhythm,,
Cabin in the Sky,,
Hers to Hold,,
Thank Your Lucky Stars,,
In Which We Serve,25100000,
The Ox-Bow Incident,25100000,
The Dizzy Acrobat,,
The 500 Hats of Bartholomew Cubbins,,
Greetings Bait!,,
Imagination,,
Reason and Emotion,,
Yankee Doodle Mouse,,
Amphibious Fighters,,
Cavalcade of Dance with Veloz and Yolanda,,
Champions Carry On,,
Hollywood in Uniform,,
Seeing Hands,,
Heavenly Music,,
Letter to a Hero,23000000,
Mardi Gras,,
Women at War,,
Riding High,,
So This Is Washington,25100000,
This Land Is Mine,,
Bombardier,,
Crash Dive,6500000,
Stand By for Action,,
Action in the North Atlantic,,
Destination Tokyo,,
Princess O'Rourke,,
Holy Matrimony,,
Going My Way,,
None but the Lonely Heart,,
Wilson,,
The Seventh Cross,,
Mr. Skeffington,,
Since You Went Away,25100000,
Mrs. Parkington,,
Dragon Seed,,
Address Unknown,,
The Adventures of Mark Twain,,
Casanova Brown,25100000,
No Time for Love,,
Song of the Open Road,,
Step Lively,,
The Climax,,
Cover Girl,,
The Desert Song,,
Kismet,,
Lady in the Dark,,
The Princess and the Pirate,,
Thirty Seconds over Tokyo,,
The Uninvited,,
The White Cliffs of Dover,25100000,
Home in Indiana,,
Meet Me in St. Louis,,
The Fighting Lady,,
Resisting Enemy Interrogation,,
Arturo Toscanini,,
New Americans,,
With the Marines at Tarawa,,
Janie,,
The Bridge of San Luis Rey,,
Christmas Holiday,,
The Fighting Seabees,,
The Hairy Ape,,
It Happened Tomorrow,,
Jack London,,
Summer Storm,,
Three Russian Girls,,
Up in Mabel's Room,,
Voice in the Wind,25100000,
Woman of the Town,,
Brazil,,
Higher and Higher,23000000,
Hollywood Canteen,25100000,
Irish Eyes Are Smiling,,
Knickerbocker Holiday,,
"Lady, Let's Dance",,
The Merry Monahans,,
Minstrel Man,,
Sensations of 1945,,
Up in Arms,,
Follow the Boys,25100000,
Sweet and Low-Down,25100000,
And to Think I Saw It on Mulberry Street,,
"Dog, Cat and Canary",,
Fish Fry,,
How to Play Football,25100000,
Mouse Trouble,,
My Boy Johnny,,
Swooner Crooner,25100000,
Blue Grass Gentlemen,,
Jammin' the Blues,,
Movie Pests,,
Screen Snapshots' 50th Anniversary of Motion Pictures,,
Who's Who in Animal Land,,
Bombalera,,
I Won't Play,25100000,
Main Street Today,,
His Butler's Sister,,
Music in Manhattan,,
Days of Glory,,
Secret Command,,
The Story of Dr. Wassell,25100000,
A Guy Named Joe,,
None Shall Escape,,
The Sullivans,,
Hail the Conquering Hero,,
The Miracle of Morgan's Creek,,
Two Girls and a Sailor,25100000,
Wing and a Prayer,,
The Bells of St. Mary's,,
Anchors Aweigh,25100000,
The Keys of the Kingdom,,
A Song to Remember,,
The Corn Is Green,,
A Tree Grows in Brooklyn,25100000,
G. I. Joe,,
A Medal for Benny,,
The Valley of Decision,,
Love Letters,,
Leave Her to Heaven,,
National Velvet,,
Blood on the Sun,,
Experiment Perilous,,
Frenchman's Creek,,
San Antonio,,
A Thousand and One Nights,,
The Spanish Main,,
The Southerner,,
The Last Bomb,,
The True Glory,,
Hitler Lives?,,
Library of Congress,,
To the Shores of Iwo Jima,,
"Objective, Burma!",,
Brewster's Millions,,
Captain Kidd,,
The Enchanted Cottage,,
Flame of Barbary Coast,,
G. I. Honeymoon,,
Guest in the House,,
Guest Wife,25100000,
The Man Who Walked Alone,,
Paris--Underground,,
This Love of Ours,,
The Woman in the Window,,
Belle of the Yukon,,
Can't Help Singing,,
Hitchhike to Happiness,,
Incendiary Blonde,,
Rhapsody in Blue,,
State Fair,,
Sunbonnet Sue,,
The Three Caballeros,,
Tonight and Every Night,,
Why Girls Leave Home,,
Wonder Man,,
Here Come the Waves,,
Earl Carroll Vanities,,
Sing Your Way Home,,
Donald's Crime,,
Jasper and the Beanstalk,,
Life with Feathers,25100000,
Mighty Mouse in Gypsy Life,,
The Poet and Peasant,,
Quiet Please!,,
Rippling Romance,,
Along the Rainbow Trail,25100000,
Screen Snapshots' 25th Anniversary,,
Stairway to Light,25100000,
Story of a Dog,,
White Rhapsody,25100000,
Your National Gallery,,
A Gun in His Hand,,
The Jury Goes Round 'N' Round,,
The Little Witch,25100000,
Star in the Night,,
Lady on a Train,,
They Were Expendable,25100000,
Three Is a Family,,
The Unseen,,
Captain Eddie,,
The Affairs of Susan,,
The House on 92nd Street,,
Dillinger,,
Marie-Louise,,
Music for Millions,,
Salty O'Rourke,,
"What Next, Corporal Hargrove?",,
Pride of the Marines,,
Henry V,,
The Jolson Story,,
The Yearling,,
The Green Years,,
The Razor's Edge,,
To Each His Own,25100000,
Brief Encounter,1000000,
Duel in the Sun,,
Sister Kenny,,
The Spiral Staircase,,
Saratoga Trunk,,
Anna and the King of Siam,,
Kitty,,
Caesar and Cleopatra,,
Atomic Power,,
Life at the Zoo,,
Paramount News Issue #37 (Twentieth Anniversary Issue!  1927.....1947),,
Seeds of Destiny,,
Traffic with the Devil,25100000,
Humoresque,,
Blue Skies,,
Centennial Summer,,
The Harvey Girls,,
Night and Day,,
The Dolly Sisters,,
Canyon Passage,,
The Cat Concerto,150000,
Chopin's Musical Moments,,
John Henry and the Inky Poo,,
Squatter's Rights,,
Walky Talky Hawky,25100000,
Dive-Hi Champs,,
Facing Your Danger,,
Golden Horses,,
Smart as a Fox,,
Sure Cures,,
A Boy and His Dog,,
College Queen,,
Hiss and Yell,,
The Luckiest Guy in the World,25100000,
Blithe Spirit,60000000,
A Stolen Life,,
The Dark Mirror,,
The Strange Love of Martha Ivers,,
Vacation from Marriage,,
The Blue Dahlia,,
Children of Paradise,,
Road to Utopia,,
The Seventh Veil,,
Open City,,
A Double Life,,
Body and Soul,,
Gentleman's Agreement,,
Life with Father,25100000,
Mourning Becomes Electra,,
The Farmer's Daughter,,
Ride the Pink Horse,,
Crossfire,,
Kiss of Death,,
Possessed,,
Smash-Up--The Story of a Woman,,
The Paradine Case,,
The Egg and I,,
The Foxes of Harrow,25100000,
Great Expectations,,
The Ghost and Mrs. Muir,,
Green Dolphin Street,,
Mother Wore Tights,,
The Bishop's Wife,25100000,
Design for Death,,
Journey into Medicine,,
The World Is Rich,25100000,
First Steps,,
Passport to Nowhere,25100000,
School in the Mailbox,,
Odd Man Out,,
Captain from Castile,,
Forever Amber,,
Fiesta,,
My Wild Irish Rose,,
Road to Rio,90000000,
Song of the South,,
"The Time, the Place and the Girl",,
The Perils of Pauline,,
Good News,25100000,
Chip An' Dale,,
Dr. Jekyll and Mr. Mouse,,
Pluto's Blue Note,,
Tubby the Tuba,,
Tweetie Pie,25100000,
"Brooklyn, U.S.A.",,
Good-bye Miss Turlock,,
Moon Rockets,,
Now You See It,25100000,
So You Want to Be in Pictures,25100000,
Champagne for Two,,
Climbing the Matterhorn,,
Fight of the Wild Stallions,,
Give Us the Earth,,
A Voice Is Born: The Story of Niklos Gafni,,
T-Men,,
Unconquered,58000000,
A Cage of Nightingales,,
It Happened on Fifth Avenue,,
The Bachelor and the Bobby-Soxer,,
Monsieur Verdoux,,
Shoe-Shine,,
Boomerang!,,
Johnny Belinda,,
The Search,,
When My Baby Smiles at Me,,
Hamlet,,
Sitting Pretty,,
Joan of Arc,,
I Remember Mama,,
The Luck of the Irish,,
The Snake Pit,,
"Sorry, Wrong Number",,
A Foreign Affair,,
The Naked City,,
Portrait of Jennie,,
Green Grass of Wyoming,,
The Loves of Carmen,,
The Three Musketeers,,
B. F.'s Daughter,,
The Emperor Waltz,,
The Quiet One,,
The Secret Land,,
Heart to Heart,,
Operation Vittles,,
Toward Independence,,
Easter Parade,,
The Pirate,,
Romance on the High Seas,,
The Paleface,,
Casbah,,
That Lady in Ermine,,
Wet Blanket Policy,25100000,
The Little Orphan,20000000,
Mickey and the Seal,,
Mouse Wreckers,,
Robin Hoodlum,,
Tea for Two Hundred,58000000,
Annie Was a Wonder,25100000,
Cinderella Horse,,
So You Want to Be on the Radio,,
Symphony of a City,,
You Can't Win,25100000,
Calgary Stampede,,
Going to Blazes,,
Samba-Mania,,
Seal Island,,
Snow Capers,25100000,
Moonrise,,
Deep Waters,25100000,
Louisiana Story,,
All the King's Men,,
Champion,,
Twelve O'Clock High,25100000,
The Hasty Heart,,
Sands of Iwo Jima,,
Battleground,,
Pinky,,
My Foolish Heart,,
"Edward, My Son",,
Come to the Stable,,
Madame Bovary,,
The Adventures of Don Juan,,
Little Women,,
Saraband,,
Prince of Foxes,,
The Barkleys of Broadway,25100000,
Jolson Sings Again,,
Sand,,
Mother Is a Freshman,,
The Fallen Idol,,
A Letter to Three Wives,25100000,
Daybreak in Udi,,
Kenji Comes Home,,
A Chance to Live,,
1848,,
The Rising Tide,,
So Much for So Little,,
The Window,25100000,
Beyond the Forest,,
Look for the Silver Lining,,
On the Town,25100000,
Neptune's Daughter,,
It's a Great Feeling,,
So Dear to My Heart,,
Canary Row,25100000,
For Scent-Imental Reasons,,
Hatch Up Your Troubles,175000000,
The Magic Fluke,,
Toy Tinkers,,
Aquatic House-Party,,
Roller Derby Girl,,
So You Think You're Not Guilty,,
Spills and Chills,,
Water Trix,25100000,
The Boy and the Eagle,25000000,
Chase of Death,,
The Grass Is Always Greener,25100000,
Snow Carnival,25100000,
Van Gogh,,
"Once More, My Darling",,
Mighty Joe Young,,
Tulsa,,
It Happens Every Spring,,
The Stratton Story,,
The Bicycle Thief,,
Paisan,,
Passport to Pimlico,,
The Quiet One,,
The Magnificent Yankee,,
Cyrano de Bergerac,,
Father of the Bride,23000000,
Broken Arrow,,
Mister 880,,
All about Eve,1400000,
Caged,,
The Red Danube,58000000,
Annie Get Your Gun,,
Destination Moon,,
Samson and Delilah,,
The Furies,,
The Third Man,,
The Flame and the Arrow,,
King Solomon's Mines,,
The Black Rose,,
That Forsyte Woman,,
The Titan: Story of Michelangelo,,
With These Hands,25100000,
The Fight: Science against Cancer,,
The Stairs,6000000,
Why Korea?,25100000,
No Sad Songs for Me,,
I'll Get By,,
Three Little Words,25100000,
The West Point Story,25100000,
The Toast of New Orleans,25100000,
"Captain Carey, U.S.A.",,
Singing Guns,,
Wabash Avenue,25100000,
Gerald McBoing-Boing,,
Jerry's Cousin,,
Trouble Indemnity,,
Blaze Busters,,
Grandad of Races,,
Wrong Way Butch,25100000,
Grandma Moses,,
In Beaver Valley,,
My Country 'Tis of Thee,,
Louisa,,
Our Very Own,25100000,
Trio,,
Bitter Rice,,
The Gunfighter,,
Mystery Street,,
Panic in the Streets,,
When Willie Comes Marching Home,,
Adam's Rib,,
The Men,,
No Way Out,,
A Place in the Sun,,
Bright Victory,,
Death of a Salesman,,
Come Fill the Cup,,
Detective Story,,
The Blue Veil,,
The Mating Season,,
Fourteen Hours,,
House on Telegraph Hill,,
La Ronde,,
Too Young to Kiss,,
David and Bathsheba,,
On the Riviera,,
Tales of Hoffmann,,
The Frogmen,,
Show Boat,25100000,
When Worlds Collide,25100000,
Kind Lady,,
The Model and the Marriage Broker,,
The Mudlark,,
The Great Caruso,,
I Was a Communist for the F.B.I.,,
Kon-Tiki,,
Benjy,,
One Who Came Back,,
The Seeing Eye,,21930089
Decision before Dawn,25100000,
The Well,25100000,
Here Comes the Groom,,
The Strip,,
Golden Girl,,
Royal Wedding,25100000,
"Rich, Young and Pretty",,
"Lambert, the Sheepish Lion",,
Rooty Toot Toot,,
The Two Mouseketeers,,
Ridin' the Rails,,
The Story of Time,,
World of Kids,25100000,
Balzac,,
Danger under the Sea,,
Nature's Half Acre,,
I Want You,25100000,
Two Tickets to Broadway,25100000,
Bullfighter and the Lady,,
Seven Days to Noon,,
Teresa,,
The Big Carnival,,
Go for Broke!,,
Viva Zapata!,,
The Bad and the Beautiful,,
